Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-10,00:00:00,11,5,1,6,,,,,,,3,,2,2,9,4,7,6,,,,3,7,2,,,,,,,40,28,68
2021-03-10,01:00:00,10,6,8,4,,,,,1,,1,,4,,2,1,14,1,,,,1,4,8,,,,,,,44,21,65
2021-03-10,02:00:00,15,1,1,3,,,,,3,1,,,3,3,1,5,8,2,,,,,,7,,,,,,,31,22,53
2021-03-10,03:00:00,21,6,8,6,,,,,2,1,,1,,,7,4,9,10,,,,5,5,7,,,,,,,52,40,92
2021-03-10,04:00:00,19,11,19,8,,,,,14,10,1,,1,5,24,17,9,19,,1,,8,16,8,,,,,,,103,87,190
2021-03-10,05:00:00,35,19,48,23,1,,,,22,23,3,4,7,14,71,97,6,14,3,8,3,36,22,33,,,,,,,221,271,492
2021-03-10,06:00:00,40,19,51,52,,1,13,,17,68,18,26,31,26,222,284,17,16,30,13,30,152,31,58,,,,,,,500,715,1215
2021-03-10,07:00:00,28,31,44,51,,3,11,,34,42,5,24,39,34,358,478,30,33,46,36,46,231,44,69,,,,,,,685,1032,1717
2021-03-10,08:00:00,24,35,45,57,2,1,6,,49,56,3,12,64,56,575,641,40,34,34,36,34,330,66,96,,,,,,,942,1354,2296
2021-03-10,09:00:00,18,14,44,17,9,1,3,,62,60,1,4,66,89,739,929,48,42,45,49,45,448,68,89,,,,,,,1148,1742,2890
2021-03-10,10:00:00,18,33,34,33,5,4,2,,50,54,,5,89,88,815,1027,54,73,42,36,42,466,80,80,,,,,,,1231,1899,3130
2021-03-10,11:00:00,42,27,64,52,9,,2,,36,54,,1,94,79,825,988,66,64,34,44,34,494,76,75,,,,,,,1282,1878,3160
2021-03-10,12:00:00,23,30,57,59,12,2,5,,36,31,,2,83,92,881,1004,56,49,36,40,36,457,82,69,,,,,,,1307,1835,3142
2021-03-10,13:00:00,26,30,40,53,9,4,4,,43,38,,1,77,95,899,910,60,57,29,27,29,483,84,77,,,,,,,1300,1775,3075
2021-03-10,14:00:00,52,34,50,46,14,3,2,,49,35,8,,84,90,825,798,47,56,34,20,34,423,102,95,,,,,,,1301,1600,2901
