Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2016-03-30,00:00:00,,,1,2,1,,,,,,,,,,1,,,,3,,,,2,1,,,,,,,8,3,11
2016-03-30,01:00:00,,,1,1,1,,,,,,,,,,,,2,,,,,,2,2,,,,,,,6,3,9
2016-03-30,02:00:00,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,3,0,3
2016-03-30,03:00:00,,,1,1,,,,1,,,,1,1,,,2,2,1,,,,,1,,,,,,,,5,6,11
2016-03-30,04:00:00,,,1,2,2,,6,2,,,1,,,,4,2,2,2,1,1,1,,2,,,,,,,,20,9,29
2016-03-30,05:00:00,,,1,5,4,,9,13,,,2,5,,,17,10,7,7,,1,2,2,5,1,,,5,,,,52,44,96
2016-03-30,06:00:00,,,9,27,4,4,19,12,11,8,18,8,8,6,91,90,15,13,1,9,1,9,9,20,,,,,,,186,206,392
2016-03-30,07:00:00,,,7,38,4,,34,38,13,5,14,6,1,15,114,193,12,11,9,12,9,14,19,15,,,,,,,236,347,583
2016-03-30,08:00:00,,,11,23,5,4,46,81,4,9,7,10,22,48,193,137,25,17,20,19,25,28,21,31,,,,2,,,379,409,788
2016-03-30,09:00:00,,,18,26,2,5,19,57,11,6,11,5,14,43,236,178,29,45,26,20,26,22,27,43,,,,,,,419,450,869
2016-03-30,10:00:00,,,8,47,2,7,17,58,12,4,8,12,7,43,83,200,15,19,6,13,8,6,12,33,,,,,,,178,442,620
2016-03-30,11:00:00,,,8,45,4,5,23,47,14,2,15,13,19,32,130,252,15,23,10,18,4,15,20,33,,,,,,,262,485,747
2016-03-30,12:00:00,,,21,39,11,6,49,1,11,5,12,7,50,8,179,235,34,20,22,7,31,11,42,24,,,,,,,462,363,825
2016-03-30,13:00:00,,,14,13,,,17,15,17,5,3,8,11,15,15,101,128,24,16,3,4,6,7,13,,,,1,,,232,204,436
2016-03-30,14:00:00,,,20,19,2,1,20,16,18,15,12,12,24,24,163,183,29,20,11,8,12,8,16,16,,,6,,,,333,322,655
2016-03-30,15:00:00,,,26,28,4,1,12,13,19,10,17,22,25,22,175,195,19,17,6,6,5,7,16,11,,,,,,,324,332,656
