Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2023-05-14,00:00:00,4,2,2,3,,,,1,,,,,5,4,6,5,10,3,,,2,,2,,,,,,,,31,18,49
2023-05-14,01:00:00,6,5,,2,,,3,,,,,,3,9,3,5,1,2,,,,1,,1,,,,,,,16,25,41
2023-05-14,02:00:00,5,3,,,1,1,,,,,,,2,1,3,1,6,2,,,4,3,2,1,,,,,,,23,12,35
2023-05-14,03:00:00,2,2,4,,2,,6,,,,2,,6,1,11,,11,2,,1,8,2,,,,,,,,,52,8,60
2023-05-14,04:00:00,9,10,16,7,3,3,11,2,1,1,2,,4,5,24,7,7,11,1,1,21,13,2,3,,,,,,,101,63,164
2023-05-14,05:00:00,26,5,32,4,3,4,11,1,10,10,,5,116,22,118,58,13,23,8,1,87,72,9,9,,,,,,,433,214,647
2023-05-14,06:00:00,33,18,30,24,7,5,9,3,11,5,2,11,31,51,236,275,10,40,16,10,73,174,8,24,,,,,,,466,640,1106
2023-05-14,07:00:00,29,8,26,33,13,8,7,3,11,13,1,1,43,84,408,359,14,24,16,11,397,353,9,27,,,,,,,974,924,1898
2023-05-14,08:00:00,22,7,26,22,17,12,5,4,10,9,1,11,30,128,719,488,26,20,8,12,406,415,5,12,,,,,,1,1275,1141,2416
2023-05-14,09:00:00,18,9,31,38,16,10,4,3,11,10,4,16,73,135,748,527,23,23,10,7,525,443,8,18,,,,,,,1471,1239,2710
2023-05-14,10:00:00,22,12,32,30,13,11,3,2,16,17,2,5,104,225,692,683,26,30,12,8,435,474,7,10,,,,,,,1364,1507,2871
2023-05-14,11:00:00,16,22,26,38,10,15,3,2,12,22,5,1,96,138,644,599,24,35,11,16,396,385,13,18,,,,,,,1256,1291,2547
2023-05-14,12:00:00,18,31,39,36,12,9,2,1,19,7,9,1,74,108,449,462,42,47,12,15,402,443,9,18,,,,,,,1087,1178,2265
2023-05-14,13:00:00,19,25,31,37,55,12,1,2,7,6,4,2,98,96,541,411,31,55,11,13,376,428,9,13,,,,,,,1183,1100,2283
2023-05-14,14:00:00,20,25,32,46,8,8,,2,5,2,8,3,87,121,548,440,28,38,9,10,408,425,14,17,,,,,,,1167,1137,2304
