Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-17,00:00:00,,1,,,,,,,,,,,1,1,1,3,,,,,,,,1,,,,,,,2,6,8
2021-03-17,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,1,1
2021-03-17,02:00:00,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,2
2021-03-17,03:00:00,,1,,,,,,,,,2,,,,,1,,1,,,,,,,,,,,,,2,3,5
2021-03-17,04:00:00,,,,,,,4,1,,,1,,,,4,12,,,,,,,1,,,,,,,,10,13,23
2021-03-17,05:00:00,,,,,1,,5,6,,,,1,,3,22,68,2,2,1,5,1,5,,2,,,,,,,32,92,124
2021-03-17,06:00:00,,2,4,1,,2,7,11,,1,1,1,,5,76,173,5,5,3,2,3,2,2,5,,,,,,,101,210,311
2021-03-17,07:00:00,1,2,3,3,,1,4,10,,,1,,10,9,121,193,5,10,1,7,1,7,1,5,,,,,,,148,247,395
2021-03-17,08:00:00,,,2,3,,5,13,16,,,8,6,10,21,243,324,14,18,6,7,6,7,6,13,,,,,,,308,420,728
2021-03-17,09:00:00,,2,5,1,,,17,9,,,11,5,18,21,322,420,12,24,6,3,6,3,9,6,,,,,,,406,494,900
2021-03-17,10:00:00,1,4,2,2,,1,15,11,,,11,16,21,14,377,397,17,22,7,8,7,8,5,10,,,,,,,463,493,956
2021-03-17,11:00:00,2,6,8,1,,1,9,14,,,12,16,8,25,325,381,13,14,10,8,10,8,14,7,,,,,,,411,481,892
2021-03-17,12:00:00,2,1,,3,,1,6,9,,1,10,14,21,24,320,355,23,15,8,19,8,19,8,11,,,,,,,406,472,878
2021-03-17,13:00:00,,2,4,2,,,4,8,,,11,9,19,25,336,378,16,14,9,5,9,5,7,8,,,,,,,415,456,871
2021-03-17,14:00:00,1,1,4,3,,1,9,12,,,7,14,19,23,292,305,12,17,4,9,4,9,5,16,,,,,,,357,410,767
2021-03-17,15:00:00,,1,1,9,,,10,14,,1,9,15,23,17,300,353,17,12,6,4,6,4,4,11,,,,,,1,376,442,818
