Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2014-11-19,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,06:00:00,2,,12,2,2,4,30,26,9,7,8,2,7,23,71,104,5,8,6,1,4,,8,1,2,,,1,,,166,179,345
2014-11-19,07:00:00,7,,20,,5,7,19,24,15,1,14,4,18,33,92,114,1,6,2,5,2,1,15,,1,,,1,,1,211,197,408
2014-11-19,08:00:00,1,,8,1,4,17,13,33,33,12,8,10,15,34,44,148,1,10,4,4,5,,32,1,,,1,5,,1,169,276,445
2014-11-19,09:00:00,1,,8,12,4,10,10,23,34,3,23,3,19,58,140,200,3,9,10,5,12,,31,2,,,3,4,,,298,329,627
2014-11-19,10:00:00,2,,7,10,8,9,12,34,29,5,19,8,126,80,214,241,6,7,4,9,6,1,,1,,,,1,,,433,406,839
2014-11-19,11:00:00,5,3,12,3,4,6,4,26,25,5,11,16,22,68,180,169,8,6,7,8,19,,,2,,,5,1,,,302,313,615
2014-11-19,12:00:00,,1,9,3,4,10,5,30,23,5,15,18,18,65,142,169,5,9,4,10,14,,,4,,2,3,4,,,242,330,572
2014-11-19,13:00:00,4,2,10,5,8,9,7,25,19,1,12,14,23,38,128,129,4,16,5,10,22,2,,1,,2,1,1,,,243,255,498
2014-11-19,14:00:00,3,1,6,9,9,17,3,19,12,2,12,6,10,66,109,164,2,17,3,8,11,1,18,3,1,1,2,2,,1,201,317,518
2014-11-19,15:00:00,3,1,7,9,6,8,5,21,15,3,14,7,18,81,111,185,4,11,7,11,18,1,21,1,1,1,3,3,,3,233,346,579
