Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-15,00:00:00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
2021-03-15,01:00:00,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,1,2,3
2021-03-15,02:00:00,,,1,,,,,,,,,,,,,,,,,,,,4,2,,,,,,,5,2,7
2021-03-15,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2021-03-15,04:00:00,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,1
2021-03-15,05:00:00,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,2
2021-03-15,06:00:00,,,1,11,,2,1,,,,,1,,,8,5,2,9,1,,1,,7,11,,,,,,,21,39,60
2021-03-15,07:00:00,,,,,,2,,,,,1,,2,,8,11,2,4,1,,1,,3,8,,,,,,,18,25,43
2021-03-15,08:00:00,,,2,,1,1,,,1,,,,,,32,35,4,9,,1,,1,15,8,,,,,,,55,55,110
2021-03-15,09:00:00,,,,,1,1,,,4,1,,,,3,31,32,7,15,2,1,2,1,12,18,,,,,,,59,72,131
2021-03-15,10:00:00,,,3,1,3,1,,,2,1,,,1,5,55,116,19,35,4,2,4,2,32,45,,,,,,,123,208,331
2021-03-15,11:00:00,,,1,7,1,,,,,1,,,,4,51,81,13,16,,2,,2,14,36,,,,,,,80,149,229
2021-03-15,12:00:00,,,,5,3,,,,,,,,1,4,37,67,13,17,1,,1,,22,34,,,,,,,78,127,205
2021-03-15,13:00:00,,,1,5,1,,,,,1,,,2,2,41,52,16,7,,1,,1,18,31,,,,,,,79,100,179
2021-03-15,14:00:00,,,,3,,1,,1,1,1,,,3,5,44,63,5,9,1,4,1,4,21,30,,,,,,,76,121,197
2021-03-15,15:00:00,,,2,,1,,,,,,,,,3,28,43,10,7,4,1,4,1,17,25,,,,,,,66,80,146
2021-03-15,16:00:00,,,,3,,1,,,2,4,,,,2,36,66,3,11,,5,,5,18,23,,,,,,,59,120,179
2021-03-15,17:00:00,,,,1,3,,,,1,1,,,4,5,36,65,8,7,2,,2,,15,20,,,,,,,71,99,170
