Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-02-21,00:00:00,,,2,,,,,,,,,,,,1,,,1,,,,,,2,,,,,,,3,3,6
2017-02-21,01:00:00,,,,1,2,2,,,,,,,,,1,,1,2,,,,,1,1,,,,,,,5,6,11
2017-02-21,02:00:00,,,1,,,1,,,,,,,,,,,,1,,,,,2,,,,,,,,3,2,5
2017-02-21,03:00:00,,,4,3,1,,,,,,,,,1,,,2,3,,,,,1,1,,,,,,,8,8,16
2017-02-21,04:00:00,,,2,1,2,2,,,,,,,1,1,2,2,2,2,,,,,1,2,,,,,,,10,10,20
2017-02-21,05:00:00,,,3,4,,,,,,,,1,3,3,3,4,6,4,2,1,,,3,3,,,,,,,20,20,40
2017-02-21,06:00:00,,,6,7,13,19,2,,,,,,20,30,,35,27,20,3,3,,,13,19,,1,,,,,84,134,218
2017-02-21,07:00:00,,,7,3,5,8,,,1,2,,,10,23,,34,13,15,1,,,,11,12,,,,,,,48,97,145
2017-02-21,08:00:00,,,,,,2,3,2,1,1,,,8,7,,10,10,5,,,,,6,9,,,,,,,28,36,64
2017-02-21,09:00:00,,,1,,5,,,,2,,,,1,10,45,30,10,10,1,,,,5,15,,,,,,,70,65,135
2017-02-21,10:00:00,,,1,1,,1,1,,,,,,11,5,30,20,5,6,1,1,,,10,5,,,,,,,59,39,98
2017-02-21,11:00:00,,,3,1,2,,,1,,,,,17,16,40,35,9,7,,1,,,5,10,,,,,,,76,71,147
2017-02-21,12:00:00,,,,2,3,3,1,1,1,1,,,25,16,10,30,15,15,4,1,,,22,16,,,,,,,81,85,166
2017-02-21,13:00:00,,,1,,,1,1,3,,1,,,15,11,30,20,10,12,1,3,,,15,8,,,,,,,73,59,132
2017-02-21,14:00:00,,,,5,1,1,,2,,,,,20,20,39,31,10,3,,2,,,5,16,,,,,,,75,80,155
2017-02-21,15:00:00,,,1,1,2,1,,,1,,,,18,21,35,25,10,3,4,3,,,6,3,,,,,,,77,57,134
2017-02-21,16:00:00,,,2,,2,,1,,3,2,,,18,11,23,23,5,5,,3,,,10,15,1,,,,,,65,59,124
