Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2014-11-19,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,06:00:00,,,1,,1,,,1,2,2,,,2,6,25,55,2,2,2,3,,,,,,,,,,,35,69,104
2014-11-19,07:00:00,1,,1,1,1,,4,,2,6,,1,7,7,49,114,1,4,2,8,,,1,2,,,1,3,2,,72,146,218
2014-11-19,08:00:00,,,,6,1,,1,1,8,25,2,4,13,15,71,145,2,9,6,9,,,1,1,,1,2,,1,,108,216,324
2014-11-19,09:00:00,,,,1,6,5,,,12,10,3,2,9,15,153,194,10,9,3,6,,,,1,,,2,7,2,,200,250,450
2014-11-19,10:00:00,,,4,,2,2,1,1,10,10,9,4,27,14,197,177,9,7,3,6,1,,2,,1,1,1,4,5,,272,226,498
2014-11-19,11:00:00,,,3,,1,2,2,,13,7,5,2,25,13,197,205,14,5,9,5,,,,7,1,,7,5,,,277,251,528
2014-11-19,12:00:00,,,,,2,2,,,7,5,7,2,28,5,212,169,7,,6,7,,,2,6,,1,6,3,1,,278,200,478
2014-11-19,13:00:00,,,1,,2,2,,,8,2,8,4,23,7,173,148,12,,7,6,,,1,2,1,,1,2,2,,239,173,412
2014-11-19,14:00:00,,,,,3,5,,,16,8,13,7,30,12,225,140,16,,8,6,,,2,3,,,4,6,2,,319,187,506
2014-11-19,15:00:00,,,1,,9,13,,5,15,20,16,25,23,21,223,220,7,12,6,6,,,2,4,,,10,25,1,,313,351,664
2014-11-19,16:00:00,,,,,4,6,,4,10,13,11,18,18,6,151,153,18,1,3,6,,,1,8,,,4,8,1,1,221,224,445
