Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2022-01-18,00:00:00,,,1,1,,,,,,,,,1,1,1,,,,,,,,,1,,,,,,,3,3,6
2022-01-18,01:00:00,,1,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,3,2,5
2022-01-18,02:00:00,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
2022-01-18,03:00:00,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,0,1
2022-01-18,04:00:00,,,,4,,,,,,,2,,,1,1,3,,,,,,3,,,,,,,,,3,11,14
2022-01-18,05:00:00,1,,1,9,,1,,,,1,,,2,3,8,17,,,,,2,10,,,,,,,,,14,41,55
2022-01-18,06:00:00,1,,5,12,1,,,1,,2,1,4,2,5,26,28,5,3,4,3,10,6,3,5,,,,,,,58,69,127
2022-01-18,07:00:00,2,2,15,8,,,,2,1,3,,4,6,13,46,85,2,7,4,4,15,28,5,5,,,,,,,96,161,257
2022-01-18,08:00:00,3,1,18,10,1,,,2,1,5,6,5,8,5,76,148,8,17,7,16,40,62,1,5,,,,,,,169,276,445
2022-01-18,09:00:00,,1,10,14,1,,,2,3,2,6,4,11,18,151,215,12,10,5,16,62,66,6,2,,,,1,,,267,351,618
2022-01-18,10:00:00,,2,15,19,1,,,,2,2,,11,22,15,152,209,7,20,8,10,54,83,8,10,,,,,,,269,381,650
2022-01-18,11:00:00,,2,15,8,1,,2,,2,1,8,8,10,19,147,231,12,12,12,6,65,69,3,9,,,,,,,277,365,642
2022-01-18,12:00:00,,1,14,10,,,1,2,1,3,14,8,11,16,183,216,14,8,10,8,64,73,1,2,,,,,,,313,347,660
2022-01-18,13:00:00,4,1,6,10,1,1,,,1,,10,13,18,22,191,172,12,12,15,8,80,81,9,11,,,,,,,347,331,678
2022-01-18,14:00:00,1,2,10,11,1,,1,1,2,2,10,11,15,12,184,167,14,10,7,11,72,64,13,4,,,,,,,330,295,625
2022-01-18,15:00:00,,4,10,10,,1,1,,5,1,13,15,12,21,194,206,11,12,9,11,80,94,6,4,,,,1,,,341,380,721
