Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-17,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,1,1
2011-11-17,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-17,02:00:00,,,,1,,,,,,,,,2,,,,,,,,,,1,,,,,,,,3,1,4
2011-11-17,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-17,04:00:00,,,,2,,1,,1,,,,1,2,2,2,7,2,2,1,,,,3,2,,,,,,,10,18,28
2011-11-17,05:00:00,,,1,2,2,3,1,,,,1,2,4,3,12,16,4,7,2,2,,,4,5,,,,,,,31,40,71
2011-11-17,06:00:00,,,1,1,,,1,1,,,,,2,4,12,10,3,4,,1,,,3,3,,,,,,,22,24,46
2011-11-17,07:00:00,,,2,2,1,1,,,,,,,1,2,22,17,5,5,2,1,,,4,3,,,,,,,37,31,68
2011-11-17,08:00:00,,,1,1,2,2,,1,,,,,2,2,11,14,3,4,,2,,,2,5,,,,,,,21,31,52
2011-11-17,09:00:00,,,2,2,1,3,1,,,1,,,5,5,16,21,4,4,1,,,,6,7,,,,,,,36,43,79
2011-11-17,10:00:00,,,,,,2,1,,,1,,,8,10,19,31,1,4,2,2,,,6,8,,,,,,,37,58,95
2011-11-17,11:00:00,,,1,2,,,,2,,1,,,9,7,17,39,7,11,1,,,,2,3,,,,,,,37,65,102
2011-11-17,12:00:00,,,,,2,2,,,,1,,,14,12,13,19,6,5,1,3,,,3,4,,,,,,,39,46,85
2011-11-17,13:00:00,,,2,,2,1,,2,,,,,5,8,24,16,6,4,2,,,,4,2,,,,,,,45,33,78
2011-11-17,14:00:00,,,,1,3,2,,,1,,1,,7,9,25,22,10,6,3,3,,,8,4,,,,,,,58,47,105
2011-11-17,15:00:00,,,2,,2,1,,2,,1,,,9,10,25,15,5,2,1,2,,,4,2,,,,,,,48,35,83
2011-11-17,16:00:00,,,3,3,1,1,,2,,,,,11,15,37,17,3,5,2,,,,6,6,,,,,,,63,49,112
