Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2023-05-17,00:00:00,,1,,1,,,,,,,,1,3,1,4,2,2,2,,,,3,,,,,,,,,9,11,20
2023-05-17,01:00:00,,2,,,,,,,,,,,1,2,6,2,,,,,1,,,,,,,,,,8,6,14
2023-05-17,02:00:00,1,9,,1,,,,,,,,,,,1,7,,2,,,,1,,,,,,,,,2,20,22
2023-05-17,03:00:00,,,,1,,,,,,,,,1,1,4,1,,,,,3,,,,,,,,,,8,3,11
2023-05-17,04:00:00,,,1,,,,,3,,,,,1,2,13,6,5,3,,,9,1,,,,,,,,,29,15,44
2023-05-17,05:00:00,5,,,,,,,3,,,1,2,3,3,90,33,1,2,2,7,32,7,,,,,,,,1,134,58,192
2023-05-17,06:00:00,,8,7,3,,1,4,4,1,,,,5,10,178,167,6,2,4,15,68,40,,,,,1,,1,,275,250,525
2023-05-17,07:00:00,5,10,3,5,4,1,,15,1,5,1,2,5,11,268,204,11,6,12,22,127,83,2,,,,2,,,,441,364,805
2023-05-17,08:00:00,4,8,2,,2,2,6,8,3,5,4,2,18,17,360,314,20,9,15,18,160,112,5,1,,,2,4,,,601,500,1101
2023-05-17,09:00:00,5,7,6,7,1,3,16,5,2,5,4,5,18,20,576,397,10,12,13,19,266,136,4,1,,1,4,19,3,,928,637,1565
2023-05-17,10:00:00,2,3,2,3,2,5,3,2,,4,2,1,29,24,248,376,17,17,28,17,248,211,1,5,,1,9,13,,,591,682,1273
2023-05-17,11:00:00,5,4,3,1,1,,3,2,,3,2,,13,21,432,365,13,10,27,20,257,262,4,1,,,2,10,,,762,699,1461
2023-05-17,12:00:00,8,4,3,3,2,1,1,3,,2,2,2,17,19,417,386,13,13,27,25,199,256,3,5,,,,16,1,4,693,739,1432
2023-05-17,13:00:00,10,9,7,4,2,1,3,4,,1,1,,14,17,332,364,5,3,21,18,194,254,1,3,,,1,9,,1,591,688,1279
2023-05-17,14:00:00,7,10,8,3,,2,,3,,3,1,2,28,35,284,396,19,12,18,17,245,360,,2,,,2,9,,1,612,855,1467
