Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2023-05-12,00:00:00,5,8,2,1,,,1,1,1,,,,21,8,36,7,3,1,1,,5,7,3,1,,,,,,,78,34,112
2023-05-12,01:00:00,2,5,2,2,,,1,,,,,,13,7,13,7,3,7,,,3,4,4,2,,,,,,,41,34,75
2023-05-12,02:00:00,6,1,3,1,,,,,2,,1,,5,2,11,2,9,5,,,3,3,,,,,,,,,40,14,54
2023-05-12,03:00:00,15,3,12,1,1,,4,,2,,2,1,3,5,12,13,10,18,,,2,6,,2,,,,,,,63,49,112
2023-05-12,04:00:00,29,5,21,5,4,,5,4,3,6,1,3,7,7,42,41,7,8,1,1,13,24,4,6,,,,,,,137,110,247
2023-05-12,05:00:00,23,3,29,7,2,,24,4,4,11,,13,25,21,139,186,12,25,10,1,84,115,10,25,,,,,,4,362,415,777
2023-05-12,06:00:00,28,10,44,37,8,,34,18,21,23,3,21,60,41,336,385,9,26,19,10,210,260,7,32,,,,,,,779,863,1642
2023-05-12,07:00:00,16,20,24,37,11,2,45,21,20,29,3,29,76,74,403,377,16,38,14,18,277,350,14,22,1,1,,,,,920,1018,1938
2023-05-12,08:00:00,15,27,40,44,16,2,35,10,19,6,2,6,82,102,491,405,34,43,14,14,335,374,10,22,1,,,,,6,1094,1061,2155
2023-05-12,09:00:00,26,32,35,35,16,4,27,23,14,7,2,7,107,111,581,610,36,40,20,16,454,413,12,16,1,1,,,,,1331,1315,2646
2023-05-12,10:00:00,18,22,41,47,10,4,35,6,11,3,,3,117,110,545,792,29,42,13,15,374,530,20,16,,2,,,,3,1213,1595,2808
2023-05-12,11:00:00,27,19,33,32,23,3,41,9,12,,3,,122,104,711,759,31,51,22,23,457,509,23,21,,,,,,5,1505,1535,3040
2023-05-12,12:00:00,26,33,43,49,18,4,21,16,22,39,1,,123,132,615,619,27,44,9,14,372,465,14,22,,1,,,,7,1291,1445,2736
2023-05-12,13:00:00,21,27,36,35,20,4,20,10,37,33,3,1,137,117,683,620,18,42,16,16,373,412,29,15,,,,,,4,1393,1336,2729
