Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2022-01-12,00:00:00,4,235,1,27,,,1,2,,1,,2,7,10,10,7,2,8,,,1,,2,11,,,,,,,28,303,331
2022-01-12,01:00:00,2,28,3,2,,,1,2,,1,1,3,2,14,2,1,3,3,,,2,,1,3,,,,,,,17,57,74
2022-01-12,02:00:00,1,15,2,1,1,,1,1,,,,2,1,9,5,4,2,2,,4,1,,1,2,,,,,,,15,40,55
2022-01-12,03:00:00,3,16,3,3,,1,1,7,,1,,5,3,4,9,12,4,11,,,3,3,1,,,,,,,,27,63,90
2022-01-12,04:00:00,12,32,7,15,,1,4,10,,,1,4,3,10,10,25,12,7,,3,4,13,8,2,,,,1,,,61,123,184
2022-01-12,05:00:00,3,30,12,17,1,,13,26,1,,12,15,14,11,37,57,9,9,3,7,49,50,11,3,,,,1,,,165,226,391
2022-01-12,06:00:00,13,36,37,19,,6,10,30,,5,25,3,17,11,141,189,12,31,11,8,106,136,21,10,,2,2,14,,,395,500,895
2022-01-12,07:00:00,20,40,22,41,,,7,1,,1,41,4,41,27,219,264,19,23,19,26,186,218,15,15,,,1,2,1,,591,662,1253
2022-01-12,08:00:00,23,40,38,55,,3,1,3,6,6,44,10,45,38,377,528,33,41,33,24,258,285,39,33,,2,4,2,,,901,1070,1971
2022-01-12,09:00:00,19,43,28,44,,4,5,,2,6,67,10,74,43,583,788,38,57,27,32,320,356,38,38,2,,4,3,,,1207,1424,2631
2022-01-12,10:00:00,21,23,40,43,2,4,8,5,5,11,56,10,79,58,628,811,59,42,36,35,390,445,53,42,,,13,3,,1,1390,1533,2923
2022-01-12,11:00:00,28,51,43,54,4,3,13,5,,4,77,10,85,73,703,789,43,49,27,22,447,450,38,33,,1,7,13,,,1515,1557,3072
2022-01-12,12:00:00,34,29,31,27,8,6,5,5,,,56,12,94,85,808,772,44,46,20,28,439,438,37,35,2,,6,6,,,1584,1489,3073
2022-01-12,13:00:00,15,25,22,36,5,3,4,8,,1,37,15,68,87,503,763,38,59,11,16,286,440,35,33,,,4,5,,,1028,1491,2519
