Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2013-01-22,00:00:00,1,,1,2,2,1,,,,,,,3,7,2,4,2,2,,,,,1,1,,,,,,,12,17,29
2013-01-22,01:00:00,2,1,4,6,2,5,3,3,,2,,,8,2,6,8,2,,,1,,,,,,,,,,,27,28,55
2013-01-22,02:00:00,3,,2,5,1,2,2,1,1,1,1,,2,4,1,11,,1,,,,,1,2,,,,,,,14,27,41
2013-01-22,03:00:00,1,,1,7,,4,1,3,,3,,1,3,6,4,13,,1,,,,,,,,,,,,,10,38,48
2013-01-22,04:00:00,1,1,6,1,,,3,7,,2,,3,2,7,7,22,1,,,1,,,,2,,,,1,,,20,47,67
2013-01-22,05:00:00,1,2,4,2,,1,10,1,4,4,5,4,3,5,19,16,1,1,,1,,,,,,,2,5,,,49,42,91
2013-01-22,06:00:00,15,10,10,24,6,5,,2,17,37,9,14,4,13,55,72,3,4,7,10,,,10,2,,2,17,33,,,153,228,381
2013-01-22,07:00:00,25,17,8,13,5,10,6,3,10,26,10,6,10,17,115,125,4,5,10,8,1,,,10,1,,23,33,,,228,273,501
2013-01-22,08:00:00,11,6,20,14,10,11,5,6,31,22,6,7,25,30,120,160,5,12,17,18,1,1,20,1,,1,68,65,,,339,354,693
2013-01-22,09:00:00,21,6,25,9,10,12,20,3,35,24,15,10,31,34,95,163,25,14,45,27,10,3,45,11,12,,60,36,,,449,352,801
2013-01-22,10:00:00,16,12,31,22,15,7,11,2,33,33,8,10,62,65,220,165,20,26,18,38,1,1,36,15,1,1,85,60,,,557,457,1014
2013-01-22,11:00:00,23,5,20,17,10,,9,5,26,28,25,7,45,41,259,195,21,16,21,17,1,3,18,20,1,,51,37,,,530,391,921
2013-01-22,12:00:00,12,12,25,22,18,6,8,5,31,40,10,21,55,50,220,170,10,15,21,25,,5,19,18,,2,45,50,,,474,441,915
2013-01-22,13:00:00,20,10,33,22,5,10,10,3,50,60,35,15,60,75,250,170,6,23,30,60,,,30,43,1,,75,58,,,605,549,1154
2013-01-22,14:00:00,25,3,38,26,15,24,12,10,40,55,20,24,45,65,175,150,23,11,17,51,18,,30,75,,,50,50,,,508,544,1052
