Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-11-22,00:00:00,,,2,1,2,,,,,,,,1,,,,,1,,,,,,1,,,,,,,5,3,8
2018-11-22,01:00:00,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,0,1
2018-11-22,02:00:00,,,,,1,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,3,4
2018-11-22,03:00:00,,,1,3,,1,,,,,,,,,1,,3,1,,,,,,,,,,,,,5,5,10
2018-11-22,04:00:00,1,,4,,1,,,1,,,,,2,,3,3,1,2,1,1,,,4,2,,,,,,,17,9,26
2018-11-22,05:00:00,,,5,3,1,2,1,,,,1,1,2,1,5,3,4,2,,2,,,7,4,,,,,,,26,18,44
2018-11-22,06:00:00,,,4,3,,,,1,,,3,1,2,,11,8,2,3,,2,,,4,2,,,,,,,26,20,46
2018-11-22,07:00:00,,,3,1,,1,,,,,7,5,3,2,26,10,5,4,1,1,,,11,8,,,,,,,56,32,88
2018-11-22,08:00:00,,,8,4,,,3,1,,,9,11,5,3,37,42,12,6,1,2,,,30,34,,,,,,,105,103,208
2018-11-22,09:00:00,,,2,3,,1,,,,,14,13,8,7,43,31,8,10,3,1,,,27,38,,,,,,,105,104,209
2018-11-22,10:00:00,,,5,4,,,2,2,,,20,14,8,7,50,44,14,12,2,1,,,32,42,,,,,,,133,126,259
2018-11-22,11:00:00,,,8,5,1,,1,,,,13,9,11,13,58,61,11,12,4,4,,,41,55,,,,,,,148,159,307
2018-11-22,12:00:00,,,4,8,,2,3,1,,,8,17,6,5,49,54,10,22,1,3,,,40,34,,,,,,,121,146,267
2018-11-22,13:00:00,1,,3,2,1,3,1,1,,,6,15,8,10,44,52,21,26,2,2,,,31,29,,,,,,,118,140,258
2018-11-22,14:00:00,,,6,4,,3,3,3,2,2,8,11,9,11,27,32,30,36,4,3,,,24,20,,,,,,,113,125,238
2018-11-22,15:00:00,,,3,,1,1,2,2,1,2,9,10,10,8,39,31,28,33,3,1,,,25,31,,,,,,,121,119,240
2018-11-22,16:00:00,,,1,,1,,3,2,1,1,20,22,12,13,41,58,26,25,2,3,,1,37,43,,,,,,,144,168,312
