Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-10,00:00:00,7,3,7,9,,,1,,,,1,1,,,11,9,5,10,,,1,,12,8,,,,,,,45,40,85
2021-03-10,01:00:00,20,2,5,6,,,,,5,,,,2,1,6,5,6,1,,,1,1,14,5,,,,,,,59,21,80
2021-03-10,02:00:00,12,1,5,6,,,4,,,1,,,4,1,2,3,2,3,,,,1,9,5,,,,,,,38,21,59
2021-03-10,03:00:00,7,5,12,7,,2,5,,,1,1,,2,1,10,2,1,5,,,,1,8,6,,,,,,,46,30,76
2021-03-10,04:00:00,15,2,22,15,,2,13,,4,6,1,1,5,1,30,19,7,11,,,19,3,6,13,,,,,,,122,73,195
2021-03-10,05:00:00,36,12,40,35,,3,25,1,10,8,1,10,7,14,104,88,14,6,6,4,64,38,24,32,,,,,,,331,251,582
2021-03-10,06:00:00,64,26,47,34,8,3,11,1,18,11,2,15,7,26,289,215,30,23,30,11,192,153,60,65,,,,,,,758,583,1341
2021-03-10,07:00:00,35,35,36,32,2,3,1,1,6,13,1,5,,34,387,278,23,27,28,22,226,202,57,62,,,,,,,802,714,1516
2021-03-10,08:00:00,43,30,39,31,2,4,2,,15,19,6,3,,46,563,406,40,29,19,30,293,249,87,92,,,,,,,1109,939,2048
2021-03-10,09:00:00,24,6,60,13,7,3,,2,17,17,6,4,,74,704,553,48,35,33,23,362,314,97,94,,,,,,,1358,1138,2496
2021-03-10,10:00:00,32,24,27,18,6,2,,2,10,17,1,3,65,81,760,667,24,37,28,29,411,401,56,104,,,,,,,1420,1385,2805
2021-03-10,11:00:00,37,24,51,30,2,7,,2,6,14,1,,58,63,701,686,44,41,29,40,429,386,44,102,,,,,,,1402,1395,2797
2021-03-10,12:00:00,20,29,55,29,9,3,1,1,8,9,,,49,57,675,695,54,27,20,19,399,375,55,87,,,,,,,1345,1331,2676
2021-03-10,13:00:00,20,26,57,21,6,2,1,,13,2,1,,76,39,794,380,41,15,28,6,449,199,91,62,,,,,,,1577,752,2329
2021-03-10,14:00:00,30,37,55,41,5,1,5,,13,8,6,2,89,74,824,688,37,44,24,11,506,360,72,91,,,,,,,1666,1357,3023
