Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-11-23,00:00:00,,,,1,1,,,,,,,,,,1,,1,,,,,,1,,,,,,,,4,1,5
2018-11-23,01:00:00,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,2
2018-11-23,02:00:00,,,,2,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,0,5,5
2018-11-23,03:00:00,,,3,1,,,,,,,,,2,,2,1,1,,,,,,2,,,,,,,,10,2,12
2018-11-23,04:00:00,,,2,2,1,,,1,,,,2,,1,4,2,3,4,,,,,5,2,,,,,,,15,14,29
2018-11-23,05:00:00,,,4,3,2,,2,,,,2,3,1,1,8,11,4,3,,,,,7,9,,,,,,,30,30,60
2018-11-23,06:00:00,,,6,3,1,,2,,2,,8,15,2,1,30,18,4,5,,3,3,3,10,12,,,,,,,68,60,128
2018-11-23,07:00:00,,,6,7,1,,3,1,1,,15,14,7,3,58,53,8,19,1,,3,3,31,21,,,,,,,134,121,255
2018-11-23,08:00:00,,,7,9,5,2,3,2,1,,13,20,12,16,97,84,14,23,,1,3,2,52,45,,,,,,,207,204,411
2018-11-23,09:00:00,,,4,3,2,,4,2,2,,15,16,5,12,80,72,13,20,,,1,,70,58,,,,,,,196,183,379
2018-11-23,10:00:00,,,3,,1,,3,2,1,1,35,32,8,12,71,85,49,33,,3,4,3,95,76,,,,,,,270,247,517
2018-11-23,11:00:00,,,14,10,3,1,4,1,2,,41,56,8,9,110,135,35,60,8,3,6,7,71,122,,,,,,,302,404,706
2018-11-23,12:00:00,,,5,8,1,1,,1,,2,33,44,12,10,101,120,35,47,,,8,9,54,93,,,,,,,249,335,584
2018-11-23,13:00:00,,,4,3,4,3,6,2,1,,21,33,28,41,96,106,33,44,2,1,6,5,80,96,,,,,,,281,334,615
2018-11-23,14:00:00,,,7,6,4,1,5,2,,,47,56,39,36,112,139,51,68,,,10,8,84,135,,,,,,,359,451,810
2018-11-23,15:00:00,,,4,5,3,1,6,2,1,2,55,29,21,41,126,156,62,84,3,2,8,11,100,146,,,,,,,389,479,868
