Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2023-05-12,00:00:00,,,,1,,,,,,,,,3,9,28,18,10,2,,,8,6,,,,,,,,,49,36,85
2023-05-12,01:00:00,,1,,,,1,,,,,,,2,5,20,9,3,2,,,3,1,,,,,,,,,28,19,47
2023-05-12,02:00:00,,,,1,,,,,,3,1,,1,9,15,5,6,,,,8,3,2,,,,,,,,33,21,54
2023-05-12,03:00:00,,,,1,,,,,1,3,,4,2,12,29,18,13,,,,17,4,,1,,,,,,,62,43,105
2023-05-12,04:00:00,1,,1,2,1,1,,1,5,2,6,3,8,14,39,37,4,,,,37,13,4,2,,,,,,,106,75,181
2023-05-12,05:00:00,4,3,7,3,2,1,,1,25,22,30,6,20,13,146,118,13,10,,1,100,94,25,22,,,,4,,,372,298,670
2023-05-12,06:00:00,13,6,23,9,2,1,6,2,36,32,20,15,38,24,384,289,10,14,3,1,261,333,12,30,,,,,,,808,756,1564
2023-05-12,07:00:00,9,4,13,17,3,2,1,6,39,36,12,6,64,25,536,386,30,29,5,10,398,339,16,21,,,,2,,,1126,883,2009
2023-05-12,08:00:00,5,,13,9,9,1,1,8,39,43,7,15,78,45,552,555,46,34,7,10,370,379,16,21,,,,,,,1143,1120,2263
2023-05-12,09:00:00,3,3,10,9,4,,,6,41,53,6,8,88,66,837,547,30,17,12,11,510,479,17,22,,,,2,,,1558,1223,2781
2023-05-12,10:00:00,5,3,7,7,3,,1,5,32,29,6,16,81,69,843,653,30,32,5,1,549,578,14,24,,,,2,,,1576,1419,2995
2023-05-12,11:00:00,4,5,12,11,11,4,1,7,32,31,2,3,103,51,852,605,42,36,11,10,579,525,24,10,,,,10,,1,1673,1309,2982
2023-05-12,12:00:00,1,4,11,22,11,2,,4,40,21,4,9,100,81,793,669,31,34,4,6,467,523,27,13,,,,4,,,1489,1392,2881
2023-05-12,13:00:00,2,17,5,16,7,2,,2,45,34,7,11,96,77,741,583,46,46,4,7,442,437,37,17,,,,,,,1432,1249,2681
2023-05-12,14:00:00,2,7,9,10,7,6,1,3,49,29,8,3,107,99,740,588,31,31,3,5,497,470,45,31,,,,2,,,1499,1284,2783
