Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-07,16:00:00,,3,19,8,1,,1,4,3,3,14,13,30,15,224,177,25,14,,,92,92,30,29,,,,,,,439,358,797
2018-10-07,17:00:00,1,2,17,4,1,,,1,3,,16,10,18,17,262,188,27,5,3,5,75,72,36,26,,,,,,,459,330,789
2018-10-07,18:00:00,,,11,5,,3,,,1,3,21,1,17,19,210,166,16,14,,1,55,50,27,21,,,,,,,358,283,641
2018-10-07,19:00:00,,,10,10,1,1,,1,1,,7,1,16,14,98,61,7,10,1,1,27,13,7,14,,,,,,,175,126,301
2018-10-07,20:00:00,,,2,3,,,,,,,,,9,5,41,35,4,6,,2,14,8,5,4,,,,,,,75,63,138
2018-10-07,21:00:00,,,3,,,,,,,,,1,4,4,27,19,2,6,,,3,4,2,7,,,,,,,41,41,82
2018-10-07,22:00:00,,,1,1,,,,,,,,1,5,,14,5,2,,,,5,1,4,5,,,,,,,31,13,44
2018-10-07,23:00:00,,,,,,,,,,,,1,1,1,4,5,2,,,,,1,,2,,,,,,,7,10,17
Day 1 Sub-totalclick to view/hide in hour,42,47,217,175,10,17,27,18,55,56,158,142,277,296,2699,2591,366,324,48,49,1011,1030,471,434,0,0,1,3,0,0,5382,5182,10564,
2018-10-08,00:00:00,,,,,,,,,,,,1,2,3,4,,1,1,,,1,1,,1,,,,,,,8,7,15
2018-10-08,01:00:00,,1,,1,,,,,,,,1,1,1,5,1,2,4,,,,,,,,,,,,,8,9,17
2018-10-08,02:00:00,,,3,,,,,,,,,,2,2,4,2,1,3,,,,,,2,,,,,,,10,9,19
2018-10-08,03:00:00,,,8,,,,,,,,,,,,7,4,8,7,,,,,1,,,,,,,,24,11,35
2018-10-08,04:00:00,1,,9,,,,1,,1,,1,2,3,2,27,17,18,14,,,12,7,5,2,,,,,,,78,44,122
2018-10-08,05:00:00,2,3,24,7,,,6,,1,1,3,5,1,6,55,42,15,26,,1,32,32,18,20,,,,,,,157,143,300
2018-10-08,06:00:00,1,3,10,27,1,5,2,1,1,8,4,4,3,16,64,111,34,42,4,3,59,64,22,24,,,,2,,,205,310,515
2018-10-08,07:00:00,3,8,9,17,,2,3,1,4,,12,18,14,14,138,158,20,38,3,4,52,93,38,18,,,,,,,296,371,667
2018-10-08,08:00:00,9,5,8,15,,1,3,2,11,12,13,18,10,16,175,185,32,29,6,4,65,78,54,32,,,,,,,386,397,783
2018-10-08,09:00:00,2,5,7,17,,1,1,,7,3,8,10,21,24,202,289,22,19,5,6,79,64,28,34,,,,,,,382,472,854
2018-10-08,10:00:00,4,3,12,11,,,1,,10,4,8,7,15,41,172,264,34,33,4,5,68,90,24,46,,,,,,,352,504,856
2018-10-08,11:00:00,5,4,12,9,,,,1,1,5,8,11,22,15,145,197,32,9,5,4,82,52,32,42,,,,,,,344,349,693
2018-10-08,12:00:00,4,5,11,23,,1,,3,2,7,15,12,15,32,215,208,32,18,4,5,67,90,34,33,,,,,,,399,437,836
2018-10-08,13:00:00,5,1,16,7,2,2,3,,10,9,9,12,23,18,221,187,26,27,9,8,85,92,46,28,,,,1,,,455,392,847
2018-10-08,14:00:00,1,2,22,12,2,,4,1,2,1,14,7,28,27,218,156,25,12,,2,97,87,49,47,,,,,,,462,354,816
2018-10-08,15:00:00,7,5,11,10,2,1,3,3,,1,13,11,26,28,218,192,22,12,8,3,85,84,32,29,,,1,,,,428,379,807
2018-10-08,16:00:00,,4,22,8,1,,2,4,3,4,14,13,35,15,228,186,31,17,,,97,98,30,32,,,,,,,463,381,844
2018-10-08,17:00:00,1,3,18,4,1,,,1,3,,18,12,22,19,265,194,27,5,3,5,77,78,36,29,,,,,,,471,350,821
2018-10-08,18:00:00,,,11,7,,3,,,1,3,21,1,21,19,218,179,18,16,,1,59,52,27,24,,,,,,,376,305,681
2018-10-08,19:00:00,,,10,12,1,1,,1,1,,7,1,18,16,104,61,7,12,1,1,27,15,7,16,,,,,,,183,136,319
2018-10-08,20:00:00,,,2,3,,,,,,,,,9,5,48,35,6,8,,2,18,8,5,4,,,,,,,88,65,153
2018-10-08,21:00:00,,,3,,,,,,,,,1,4,4,27,19,2,6,,,3,4,2,6,,,,,,,41,40,81
2018-10-08,22:00:00,,,1,1,,,,,,,,1,5,,14,5,2,,,,7,1,5,5,,,,,,,34,13,47
2018-10-08,23:00:00,,,,,,,,,,,,1,1,1,4,5,3,,,,,2,,2,,,,,,,8,11,19
Day 2 Sub-totalclick to view/hide in hour,45,52,229,191,10,17,29,18,58,58,168,149,301,324,2778,2697,420,358,52,54,1072,1092,495,476,0,0,1,3,0,0,5658,5489,11147,
2018-10-09,00:00:00,,,,,,,,,,,,1,2,1,4,,1,1,,,1,1,,1,,,,,,,8,5,13
2018-10-09,01:00:00,,1,,1,,,,,,,,1,1,1,2,1,2,1,,,,,,,,,,,,,5,6,11
2018-10-09,02:00:00,,,3,,,,,,,,,,1,2,4,2,1,3,,,,,,1,,,,,,,9,8,17
2018-10-09,03:00:00,,,8,,,,,,,,,,,,5,3,6,7,,,,,1,,,,,,,,20,10,30
2018-10-09,04:00:00,1,,7,,,,1,,1,,1,2,2,2,19,15,14,8,,,7,7,3,2,,,,,,,56,36,92
2018-10-09,05:00:00,1,3,18,7,,,5,,1,1,3,5,1,6,47,35,12,23,,1,24,26,14,15,,,,,,,126,122,248
2018-10-09,06:00:00,1,2,6,25,1,5,2,1,1,8,4,3,3,10,57,98,25,34,3,2,51,57,17,22,,,,2,,,171,269,440
2018-10-09,07:00:00,3,5,9,17,,2,2,1,3,,8,18,11,12,121,142,20,38,2,4,47,81,36,12,,,,,,,262,332,594
2018-10-09,08:00:00,8,4,7,11,,1,3,2,7,10,11,16,8,12,158,171,22,18,4,2,56,67,47,23,,,,,,,331,337,668
2018-10-09,09:00:00,1,3,7,14,,1,1,,7,3,8,9,15,19,175,258,20,19,5,4,68,59,26,24,,,,,,,333,413,746
2018-10-09,10:00:00,2,3,10,9,,,1,,8,3,8,7,12,35,152,241,24,23,3,3,57,83,19,40,,,,,,,296,447,743
2018-10-09,11:00:00,7,4,11,8,,,,1,1,5,8,11,20,14,142,172,20,7,3,4,77,47,28,34,,,,,,,317,307,624
2018-10-09,12:00:00,3,5,9,17,,1,,3,2,7,13,12,15,26,198,192,22,12,4,3,61,78,28,27,,,,,,,355,383,738
2018-10-09,13:00:00,3,1,19,7,1,2,3,,10,9,9,12,23,20,218,172,26,27,8,8,75,82,46,28,,,,1,,,441,369,810
2018-10-09,14:00:00,1,2,18,12,2,,4,1,2,1,10,7,22,21,207,143,20,12,,2,84,79,41,42,,,,,,,411,322,733
2018-10-09,15:00:00,6,5,8,10,2,1,2,3,,1,13,9,26,19,202,168,18,12,8,3,81,78,28,24,,,1,,,,395,333,728
2018-10-09,16:00:00,,2,14,8,1,,1,4,2,3,12,13,24,15,209,171,25,10,,,79,85,22,25,,,,,,,389,336,725
2018-10-09,17:00:00,1,1,15,4,2,,,1,3,,14,10,16,12,258,179,27,5,3,5,71,65,32,26,,,,,,,442,308,750
2018-10-09,18:00:00,,,9,5,,3,,,1,3,21,1,15,16,202,159,16,14,,1,50,47,22,19,,,,,,,336,268,604
2018-10-09,19:00:00,,,8,10,1,1,,1,1,,7,1,12,14,92,61,7,8,1,1,22,12,7,12,,,,,,,158,121,279
2018-10-09,20:00:00,,,2,3,,,,,,,,,7,5,34,32,4,5,,2,11,8,3,4,,,,,,,61,59,120
2018-10-09,21:00:00,,,3,,,,,,,,,1,3,4,22,19,2,6,,,3,4,2,5,,,,,,,35,39,74
2018-10-09,22:00:00,,,1,1,,,,,,,,1,5,,12,5,2,,,,5,1,4,4,,,,,,,29,12,41
2018-10-09,23:00:00,,,,,,,,,,,,1,1,1,3,5,2,,,,,1,,2,,,,,,,,,
Day 3 Sub-totalclick to view/hide in hour,38,41,192,169,10,17,25,18,50,54,150,141,245,267,2543,2444,338,293,44,45,930,968,426,392,0,0,1,3,0,0,4992,4852,9844,
Total,125,140,638,535,30,51,81,54,163,168,476,432,823,887,8020,7732,1124,975,144,148,3013,3090,1392,1302,0,0,3,9,0,0,16032,15523,31555,
Grand Total,265,1173,81,135,331,908,1710,15752,2099,292,6103,2694,0,12,0,31555,31555,,,,,,,,,,,,,,,,,
Average Daily Traffic (ADT),88,391,27,45,110,303,570,5251,700,97,2034,898,0,4,0,10518,10518,,,,,,,,,,,,,,,,,
Composition (%),1%,4%,0%,0%,1%,3%,5%,50%,7%,1%,19%,9%,0%,0%,0%,100%,100%,,,,,,,,,,,,,,,,,
Total ADT Exc. MC & Rickshaw,5264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Composition Exc. MC & Rickshaw(%),2%,7%,1%,1%,2%,6%,11%,-,13%,2%,39%,17%,0%,-,0%,100%,100%,,,,,,,,,,,,,,,,,
Average Annual Daily Traffic(AADT),94,414,29,48,117,321,604,5566,742,103,2156,952,0,4,0,11149,,,,,,,,,,,,,,,,,,
AADT Exc. MC & Rickshaw,94,414,29,48,117,321,604,-,742,103,2156,952,0,-,0,5579,,,,,,,,,,,,,,,,,,
PCU Factors,4,3,1.5,3,2.5,1.5,1,0.5,1,1.5,0.75,1,1.5,1,2,,,,,,,,,,,,,,,,,,,
AADT in PCUs,376,1242,44,144,293,482,604,2783,742,155,1617,952,0,4,0,9436,,,,,,,,,,,,,,,,,,
AADT in PCUs Exc. MC & Rickshaw,376,1242,43.5,144,292.5,481.5,604,-,742,154.5,1617,952,0,-,0,6649,,,,,,,,,,,,,,,,,,
