Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2013-01-22,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2013-01-22,01:00:00,,1,2,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,4,6
2013-01-22,02:00:00,,1,1,,1,,,,,,,,1,1,1,8,,,1,,,,1,2,,,,,,,6,12,18
2013-01-22,03:00:00,,3,,2,,,,,,,,,,,2,2,1,2,,,,,,,,,,,,,3,9,12
2013-01-22,04:00:00,,2,1,10,1,1,1,,,,,,1,2,6,8,,1,1,1,,,1,1,,,2,1,,,14,27,41
2013-01-22,05:00:00,1,1,2,3,1,2,,,2,,,2,2,3,33,17,2,3,3,3,,2,3,3,,,7,4,1,,57,43,100
2013-01-22,06:00:00,,3,,2,1,,,1,,,,1,,,7,3,,,2,,,,2,2,,,4,3,1,,17,15,32
2013-01-22,07:00:00,,1,,1,2,1,,,,1,1,,4,1,47,1,2,2,2,2,,1,1,3,,,15,8,,1,74,23,97
2013-01-22,08:00:00,1,1,1,3,,3,,,1,2,,,2,2,96,30,1,1,1,3,,,2,2,,1,42,16,2,,149,64,213
2013-01-22,09:00:00,,,2,2,1,2,1,,,2,1,,6,7,148,137,4,4,4,2,2,2,5,3,1,,39,23,,,214,184,398
2013-01-22,10:00:00,1,2,1,4,2,1,1,2,1,1,,1,4,3,123,124,3,3,2,4,,1,8,7,2,,33,26,1,,182,179,361
2013-01-22,11:00:00,2,1,1,3,,2,,1,2,2,2,1,9,4,136,207,2,2,2,2,1,1,4,8,1,1,57,34,2,3,221,272,493
2013-01-22,12:00:00,,1,,3,1,2,1,,2,,1,2,2,5,140,130,4,3,2,4,,4,3,5,3,,50,28,3,,212,187,399
2013-01-22,13:00:00,1,2,1,1,2,3,,1,,,1,1,3,3,155,135,1,3,3,3,,,2,4,,2,27,37,,,196,195,391
2013-01-22,14:00:00,,,2,1,1,2,,,1,1,,1,2,2,102,135,4,5,6,1,1,1,1,3,,1,35,26,2,2,157,181,338
2013-01-22,15:00:00,1,1,1,3,,1,1,1,,1,1,,6,7,129,135,3,4,2,2,,,4,8,,,26,41,2,,176,204,380
