Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-10-03,00:00:00,,,9,5,,2,1,2,,,,,2,,7,8,,,,4,,,1,1,,,,,,,20,22,42
2018-10-03,01:00:00,,3,13,8,3,1,1,,,,,,4,4,6,,,,,,1,2,,,,,,,,,28,18,46
2018-10-03,02:00:00,1,,5,6,4,6,2,2,2,,,,6,,2,12,,,,,4,2,7,1,,,,,,,33,29,62
2018-10-03,03:00:00,,3,12,10,13,9,11,2,,,,,10,1,10,18,,,,,3,5,1,,,,,,,,60,48,108
2018-10-03,04:00:00,1,,21,2,9,8,16,9,,1,2,1,4,1,41,49,,2,1,,13,14,6,3,,,,,,,114,90,204
2018-10-03,05:00:00,1,,24,19,8,17,32,33,2,,7,16,8,7,86,137,1,,11,7,71,73,15,16,,,2,,,,268,325,593
2018-10-03,06:00:00,,,40,33,8,2,22,34,10,3,44,52,13,14,221,333,17,13,30,13,154,168,15,8,1,,,,3,4,578,677,1255
2018-10-03,07:00:00,,,36,26,14,7,34,26,11,20,35,64,30,30,367,370,21,26,32,26,191,196,22,16,,1,,,2,2,795,810,1605
2018-10-03,08:00:00,,,41,31,5,10,32,28,27,28,49,63,27,47,472,594,36,45,29,21,212,150,14,20,,,,,9,11,953,1048,2001
2018-10-03,09:00:00,,,41,44,7,6,32,30,25,26,46,62,38,44,581,674,41,48,32,37,165,165,19,27,,,,,12,8,1039,1171,2210
2018-10-03,10:00:00,,,44,52,12,6,17,18,35,27,47,47,47,55,570,578,44,38,36,40,320,322,20,17,,,,,5,1,1197,1201,2398
2018-10-03,11:00:00,,,40,52,4,7,9,19,33,28,52,35,49,50,637,620,56,48,39,33,349,330,23,21,,,,,7,4,1298,1247,2545
2018-10-03,12:00:00,,,38,22,13,7,15,10,24,24,46,47,41,65,620,605,35,48,21,22,440,435,20,16,,,1,,4,1,1318,1302,2620
2018-10-03,13:00:00,,,45,43,5,4,16,14,51,42,57,50,51,66,588,568,41,44,22,21,209,225,36,15,,,,,8,4,1129,1096,2225
2018-10-03,14:00:00,,,46,42,5,6,8,8,37,33,65,60,47,43,656,688,48,32,24,23,337,330,35,29,,,,,9,1,1317,1295,2612
