Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-24,00:00:00,,,1,,,,,,,2,,,1,1,,1,,,,,,,4,3,,,,,,,6,7,13
2011-11-24,01:00:00,,,,,,,,,,1,,,2,,3,1,,1,,,,,,3,,,,,,,5,6,11
2011-11-24,02:00:00,,,,,,,,,1,1,,,,,2,2,,2,,,,,2,2,,,,,,,5,7,12
2011-11-24,03:00:00,1,,,,1,,1,1,,2,,,2,1,2,1,1,1,,,,,3,3,,,,,,,11,9,20
2011-11-24,04:00:00,1,1,2,2,1,4,8,2,2,3,,,5,,6,6,1,1,1,2,,,,1,,,,,,,27,22,49
2011-11-24,05:00:00,1,,1,1,2,3,5,5,8,8,1,1,2,5,18,24,,2,2,6,,,1,2,,,2,2,,,43,59,102
2011-11-24,06:00:00,3,2,8,5,8,7,4,7,17,13,2,4,14,15,120,113,4,7,5,3,,1,7,14,,,14,15,,,206,206,412
2011-11-24,07:00:00,2,3,6,12,5,4,3,6,30,28,3,5,8,30,142,155,5,5,9,10,2,2,5,8,3,1,32,25,,,255,294,549
2011-11-24,08:00:00,3,,8,11,4,3,2,4,26,30,3,4,21,44,185,227,3,3,14,11,3,2,6,12,2,2,36,18,,,316,371,687
2011-11-24,09:00:00,1,4,9,10,5,5,3,3,32,33,4,6,28,35,142,227,5,8,19,13,2,3,9,11,4,1,27,39,,,290,398,688
2011-11-24,10:00:00,,2,12,12,1,6,3,1,24,32,1,2,25,31,300,220,11,5,17,12,1,1,10,13,,,53,31,,,458,368,826
2011-11-24,11:00:00,,2,8,8,8,6,2,3,21,24,3,5,31,31,165,234,14,2,21,20,1,2,16,18,5,2,31,36,,,326,393,719
2011-11-24,12:00:00,2,1,14,10,14,8,,4,23,22,3,3,24,32,187,225,7,7,12,10,1,,17,16,,2,25,21,,,329,361,690
2011-11-24,13:00:00,,1,11,9,4,5,1,2,31,23,8,4,40,33,120,138,4,8,12,14,,,13,15,2,1,19,22,,,265,275,540
2011-11-24,14:00:00,2,1,8,13,9,10,2,4,28,27,5,7,46,38,155,256,3,11,11,12,,,19,23,,1,21,35,,,309,438,747
