Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-02-25,00:00:00,40,3,7,6,7,2,,,,,,,17,13,12,8,12,,,,,,15,,,,,,,,110,32,142
2017-02-25,01:00:00,18,2,27,3,9,7,,,,,,,12,8,10,13,7,,,,,,7,,,,,,,,90,33,123
2017-02-25,02:00:00,33,4,,4,12,1,,,,,,,22,6,6,24,3,,,,,,12,,,,,,,,88,39,127
2017-02-25,03:00:00,25,8,15,12,8,6,4,,6,,4,,18,10,12,27,8,,,,,,16,,,,,,,,116,63,179
2017-02-25,04:00:00,17,3,24,9,4,3,10,,13,,13,,23,18,32,23,12,,,,2,,20,,,,,,,,170,56,226
2017-02-25,05:00:00,2,6,24,14,5,7,3,,12,7,12,3,33,28,42,30,8,13,3,7,22,28,6,9,,,3,,,,175,152,327
2017-02-25,06:00:00,1,3,13,19,,11,3,3,15,7,7,17,12,3,209,80,5,7,7,7,26,31,3,2,,,2,2,,,303,192,495
2017-02-25,07:00:00,8,11,24,33,8,14,13,15,23,13,13,23,29,18,180,230,15,33,23,22,53,50,18,28,,,17,8,,,424,498,922
2017-02-25,08:00:00,8,10,20,45,22,22,18,8,41,40,22,8,44,40,252,210,22,40,23,14,70,100,22,19,1,,23,3,,,588,559,1147
2017-02-25,09:00:00,18,12,46,40,25,18,17,,55,20,23,3,98,48,256,200,29,28,27,22,63,98,19,27,,5,39,1,,,715,522,1237
2017-02-25,10:00:00,7,25,50,50,17,43,18,,27,38,2,13,97,60,168,271,22,25,20,38,77,83,27,58,,,12,8,1,,545,712,1257
2017-02-25,11:00:00,16,20,31,79,17,53,8,2,33,38,19,15,66,83,125,500,22,42,17,26,52,143,20,43,,,23,14,,,449,1058,1507
2017-02-25,12:00:00,8,12,23,48,28,39,8,6,43,40,22,33,65,59,175,328,25,58,17,44,65,78,13,63,,,37,3,,,529,811,1340
2017-02-25,13:00:00,7,8,32,59,34,43,25,,50,28,17,19,43,67,140,165,32,49,18,23,53,104,14,43,,1,12,13,,1,477,623,1100
2017-02-25,14:00:00,11,10,50,47,18,34,10,,30,23,9,17,55,48,110,173,42,23,13,12,75,58,25,42,1,3,28,4,,,477,494,971
