Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2016-03-26,00:00:00,7,,5,1,3,,,,,,,,4,2,32,,4,2,,,,,3,2,,,,,,,58,7,65
2016-03-26,01:00:00,6,,7,2,3,,,,,,,,3,,22,,2,3,,,,,4,2,,,,,,,47,7,54
2016-03-26,02:00:00,28,2,32,18,8,2,,,,4,,13,,,13,,10,,,,,1,11,8,,,,,,,102,48,150
2016-03-26,03:00:00,26,7,24,18,14,7,5,6,5,5,,7,5,,31,,24,,,,,4,18,10,,,,,,,152,64,216
2016-03-26,04:00:00,26,6,14,96,20,11,24,12,19,16,,6,22,,105,33,42,,,,,8,29,12,,,,,,,301,200,501
2016-03-26,05:00:00,18,3,10,14,18,7,36,7,23,23,,4,29,,112,40,32,,3,,6,2,40,19,7,,,,,,334,119,453
2016-03-26,06:00:00,4,2,6,28,,7,26,25,14,17,,6,10,3,90,52,20,6,5,3,4,12,21,11,,,7,7,,,207,179,386
2016-03-26,07:00:00,,2,8,17,9,11,28,27,7,9,5,9,11,2,171,75,23,21,12,7,4,11,37,18,1,,6,6,,,322,215,537
2016-03-26,08:00:00,,1,17,18,13,19,36,38,1,7,7,5,17,2,183,97,32,18,19,7,11,13,55,13,3,,4,8,,,398,246,644
2016-03-26,09:00:00,,1,22,16,2,21,10,37,,7,4,12,11,5,120,110,28,19,17,8,3,21,48,15,2,,6,11,,,273,283,556
2016-03-26,10:00:00,,,23,9,4,3,17,33,24,,,4,27,24,235,120,28,16,4,7,27,3,31,8,,2,2,2,4,,426,231,657
2016-03-26,11:00:00,,,18,20,14,7,22,28,41,,,5,,29,225,132,15,22,7,9,29,7,35,1,,,4,5,4,,414,265,679
2016-03-26,12:00:00,,,,23,,12,,31,,1,,12,,16,150,173,2,24,5,6,10,14,50,7,,,3,1,,,220,320,540
2016-03-26,13:00:00,1,,6,14,13,5,15,31,6,1,,2,1,24,280,103,33,18,4,4,7,6,51,28,,,,1,,3,417,240,657
2016-03-26,14:00:00,4,2,18,12,8,6,31,35,22,,12,17,48,22,142,138,22,38,4,3,9,16,36,9,,,4,2,,,360,300,660
