Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-02-25,00:00:00,,,2,2,3,3,,,2,1,,,3,3,7,6,3,3,,,,1,12,2,,,,,,,32,21,53
2017-02-25,01:00:00,,,8,4,3,1,,,2,,,,8,3,13,8,6,1,,1,2,3,3,8,,,,,,,45,29,74
2017-02-25,02:00:00,,,18,7,7,4,,,1,2,1,1,4,4,6,12,4,4,1,3,3,4,7,6,,,,,,,52,47,99
2017-02-25,03:00:00,6,,25,11,10,,10,35,2,,10,,10,,5,40,20,,5,,10,,10,6,,,,,,,123,92,215
2017-02-25,04:00:00,7,10,20,15,5,,5,4,5,2,2,,18,1,26,50,,1,7,8,15,2,10,3,,,,,,,120,96,216
2017-02-25,05:00:00,6,7,37,30,1,,10,25,20,15,5,,26,9,155,90,16,2,12,10,50,15,28,8,1,,1,,,,368,211,579
2017-02-25,06:00:00,2,,57,48,,5,26,16,17,24,6,1,20,16,217,435,20,13,8,34,65,54,12,13,20,2,,,,,470,661,1131
2017-02-25,07:00:00,6,,57,30,,1,,17,14,32,11,2,16,28,185,327,16,10,21,21,105,97,16,7,6,1,,1,,,453,574,1027
2017-02-25,08:00:00,3,2,65,50,1,7,10,13,5,40,16,1,92,52,143,970,17,30,54,53,82,110,30,16,3,,,3,,,521,1347,1868
2017-02-25,09:00:00,4,4,50,51,2,7,10,15,10,29,,,50,59,2351,1210,12,28,38,31,80,115,12,17,1,,6,8,,,2626,1574,4200
2017-02-25,10:00:00,2,3,160,45,1,4,9,9,2,29,23,,50,51,1792,340,47,17,49,28,90,102,12,20,,,7,13,,,2244,661,2905
2017-02-25,11:00:00,1,2,52,49,6,9,12,6,34,28,9,1,59,53,370,550,24,20,47,26,146,170,17,22,,,5,5,,,782,941,1723
2017-02-25,12:00:00,10,4,175,44,12,9,20,10,34,60,28,50,107,62,190,200,51,23,48,51,215,115,19,29,2,,10,6,,,921,663,1584
2017-02-25,13:00:00,8,6,50,60,1,10,20,10,50,60,1,45,127,57,213,155,47,65,46,40,75,107,41,20,3,1,6,3,,,688,639,1327
