Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-02-21,00:00:00,,,1,,,,,,,,,,,1,,3,,,,,,,1,1,,,,,,,2,5,7
2017-02-21,01:00:00,,,2,3,,,,,,,,,1,2,,,,,,,,,1,,,,,,,,4,5,9
2017-02-21,02:00:00,,,2,4,,,,,,,,,1,,,,,,,1,,,2,1,,,,,,,5,6,11
2017-02-21,03:00:00,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,1,2
2017-02-21,04:00:00,,,3,,,,1,1,3,3,,,,6,,10,,,,3,,,3,3,,,,,,,10,26,36
2017-02-21,05:00:00,1,1,3,8,,,4,,,1,,,4,3,19,26,1,,,5,,1,,2,,,,7,,,32,54,86
2017-02-21,06:00:00,3,1,2,4,2,2,,,,10,4,5,1,3,45,73,4,5,1,13,,,,1,,,5,10,,,67,127,194
2017-02-21,07:00:00,4,2,1,9,1,3,,1,1,8,1,11,4,6,60,127,5,10,2,30,1,,3,3,,,10,24,,,93,234,327
2017-02-21,08:00:00,2,2,,10,,1,1,,3,13,6,2,6,8,91,116,8,4,5,18,1,,1,4,,,10,18,,,134,196,330
2017-02-21,09:00:00,,,,5,,,2,1,10,10,4,12,4,9,153,205,1,11,14,20,4,3,6,2,,,21,39,,,219,317,536
2017-02-21,10:00:00,1,,1,14,1,1,,1,6,5,5,6,3,15,106,160,6,11,27,19,1,3,1,7,,,31,42,,,189,284,473
2017-02-21,11:00:00,,1,,8,,,,,8,10,8,7,9,10,145,192,14,4,18,15,3,1,3,8,,,32,41,,,240,297,537
2017-02-21,12:00:00,1,2,7,10,,,,,2,7,7,11,4,12,112,120,12,5,21,13,,3,3,4,,,31,39,,,200,226,426
2017-02-21,13:00:00,,,19,11,,,,1,2,2,4,6,9,7,112,108,8,6,11,17,1,5,2,1,,,30,39,,,198,203,401
2017-02-21,14:00:00,,,8,6,,,,,4,4,9,9,7,11,155,125,6,6,11,17,4,2,4,,,,28,30,,,236,210,446
2017-02-21,15:00:00,1,1,12,19,,,,,10,4,14,9,9,6,156,113,16,11,12,13,2,2,3,2,,,39,27,,,274,207,481
