Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-10-03,00:00:00,1,4,1,,,,,,,,,,1,,3,4,,6,,,2,2,3,5,,,,,,,11,21,32
2018-10-03,01:00:00,1,3,,,,1,,,,,,,,,2,,2,5,,,2,1,6,,,,,,,,13,10,23
2018-10-03,02:00:00,,4,1,,,1,,,,,,,,,3,1,4,9,,,2,,5,3,,,,,,,15,18,33
2018-10-03,03:00:00,,,4,3,1,1,1,1,,,1,,,,5,6,9,11,,,7,1,5,5,,,,,,,33,28,61
2018-10-03,04:00:00,,,5,11,1,,6,4,,,2,1,1,1,17,35,10,12,2,,10,14,16,6,1,,,,5,,76,84,160
2018-10-03,05:00:00,,,7,26,,,27,28,1,,8,16,3,4,84,112,6,15,3,1,39,51,20,14,1,,,,4,,203,267,470
2018-10-03,06:00:00,,,19,11,3,5,38,28,,,12,36,13,15,183,258,14,17,7,11,78,114,21,20,,1,,,,,388,516,904
2018-10-03,07:00:00,,,18,11,2,1,24,19,2,,9,23,10,9,161,217,12,10,2,8,73,93,8,17,,3,,,1,,322,411,733
2018-10-03,08:00:00,,,6,17,2,4,44,43,1,,24,18,34,34,370,365,24,16,6,7,163,180,19,19,2,,,,5,1,700,704,1404
2018-10-03,09:00:00,,,17,11,2,2,44,42,,,20,20,34,37,575,545,20,27,10,9,205,300,26,36,3,,,,5,3,961,1032,1993
2018-10-03,10:00:00,,,33,21,4,5,33,43,,,37,20,52,51,700,712,27,37,20,18,513,500,28,38,2,1,,,9,4,1458,1450,2908
2018-10-03,11:00:00,2,,26,20,5,4,32,34,,,13,14,24,43,511,475,30,17,17,14,207,210,22,26,3,,,,6,4,898,861,1759
2018-10-03,12:00:00,,,15,20,5,7,33,33,,,15,21,40,65,560,540,47,45,9,7,220,210,32,32,,2,,,12,6,988,988,1976
2018-10-03,13:00:00,,,19,23,4,3,40,53,,,21,25,49,40,540,556,31,24,8,9,209,228,33,39,,,,,3,1,957,1001,1958
2018-10-03,14:00:00,,,17,11,4,4,46,44,,,22,23,41,37,538,540,32,20,11,19,220,237,24,41,,,,,1,,956,976,1932
