Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2025-02-18,00:00:00,5,3,4,2,,,,,,,3,2,3,6,19,16,3,1,3,2,4,1,1,1,,,,,,,45,34,79
2025-02-18,01:00:00,,7,5,3,,,,,,,,,3,3,10,12,4,2,,,1,2,,2,,,,,,,23,31,54
2025-02-18,02:00:00,4,1,2,3,,,,,,,,2,4,1,8,13,6,4,,,2,1,1,,,,,,,,27,25,52
2025-02-18,03:00:00,5,6,5,4,1,,,,,,3,2,7,6,3,12,6,10,,,15,7,1,3,,,,,,,46,50,96
2025-02-18,04:00:00,2,3,12,11,,,1,3,5,2,7,7,8,4,24,28,6,8,,,20,11,4,3,,,,,,,89,80,169
2025-02-18,05:00:00,6,11,11,12,1,3,4,11,8,4,13,9,11,5,63,79,8,8,2,2,53,48,8,4,,,,,,,188,196,384
2025-02-18,06:00:00,12,20,7,3,2,7,37,26,16,31,20,4,19,21,250,262,33,17,5,2,248,250,5,39,,1,,,,1,654,684,1338
2025-02-18,07:00:00,10,15,20,4,9,8,32,7,13,26,42,42,50,29,394,242,31,27,11,6,287,252,12,10,,,,,,,911,668,1579
2025-02-18,08:00:00,9,22,16,3,11,17,44,17,3,35,82,70,75,61,537,418,51,46,11,11,298,302,10,96,,,,,,,1147,1098,2245
2025-02-18,09:00:00,18,19,25,39,20,21,68,37,31,22,54,42,120,57,734,456,79,84,12,11,498,315,29,22,,,,,,,1688,1125,2813
2025-02-18,10:00:00,9,37,34,32,22,26,47,57,13,27,61,51,143,96,827,587,72,96,14,16,472,408,23,29,,,,,,,1737,1462,3199
2025-02-18,11:00:00,12,38,24,40,15,38,32,59,10,40,79,56,162,151,830,670,61,176,21,13,507,456,17,37,,,,,,,1770,1774,3544
2025-02-18,12:00:00,12,20,35,33,22,17,28,32,14,10,62,62,119,124,974,718,43,137,10,18,473,384,24,42,,,,,,,1816,1597,3413
2025-02-18,13:00:00,9,16,35,37,18,21,36,21,11,18,82,71,98,104,803,663,57,119,11,11,444,448,36,38,,,,,,,1640,1567,3207
