Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2016-03-28,00:00:00,,,4,,1,,,3,2,,,,,,,,7,,4,,,,2,2,,,,,,,20,5,25
2016-03-28,01:00:00,,,1,1,3,,,,,,,,,,,,,,,,,,1,2,,,,,,,5,3,8
2016-03-28,02:00:00,,,1,2,,3,1,,,,,,1,,,,,,,,,,,,,,,,,,3,5,8
2016-03-28,03:00:00,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,0,3,3
2016-03-28,04:00:00,,,2,1,,,,,,,,,2,,,1,,,,1,,,,,,,,,,,4,3,7
2016-03-28,05:00:00,,,2,7,1,,2,2,3,3,,,,5,2,1,2,,2,3,,,3,2,,,,,,,17,23,40
2016-03-28,06:00:00,,,1,4,4,1,,,,2,,,2,4,2,2,2,1,1,1,,,3,8,,,,,,,15,23,38
2016-03-28,07:00:00,,,2,3,2,2,,3,,2,,,,6,22,3,5,3,1,1,,,2,2,,,,,,,34,25,59
2016-03-28,08:00:00,,,4,,2,2,,3,,1,,,1,2,4,2,6,2,3,3,,,,4,,,,,,,20,19,39
2016-03-28,09:00:00,,,6,7,3,2,2,9,4,4,,1,,5,12,4,6,,2,5,,2,2,3,,1,,,,,37,43,80
2016-03-28,10:00:00,,1,4,8,2,,,7,1,2,,,2,10,2,9,8,,4,1,,,6,3,,,,,,,29,41,70
2016-03-28,11:00:00,,,2,3,3,1,7,,,3,,,6,5,18,3,4,,2,2,,,,3,,,,,,,42,20,62
2016-03-28,12:00:00,,,3,4,1,3,,2,1,2,2,3,,3,2,4,5,3,2,4,,,4,3,,,,,,,20,31,51
2016-03-28,13:00:00,,,4,6,1,2,,3,1,3,,,4,6,8,6,3,3,3,3,,,3,3,,,,,,,27,35,62
2016-03-28,14:00:00,,,3,3,1,,5,1,,2,2,,7,6,7,5,6,2,4,6,,,3,4,,,,,,,38,29,67
2016-03-28,15:00:00,,,2,3,2,,1,2,3,2,1,1,5,2,12,13,3,1,3,2,,,2,3,,,,,,,34,29,63
2016-03-28,16:00:00,,,1,2,1,2,1,1,,2,1,,1,2,2,9,2,3,2,4,,,4,3,,,,,,,15,28,43
