Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2022-01-22,00:00:00,,,,6,,,,,,,,,,,,,,,1,,,,2,,,,,,,,3,6,9
2022-01-22,01:00:00,,,1,3,,,,,,,,,1,,1,,1,2,,,,,,1,,,,,,,4,6,10
2022-01-22,02:00:00,,,,2,,,,,,,1,,,,,,,1,2,,,,1,2,,,,,,,4,5,9
2022-01-22,03:00:00,,,2,3,,,,,,,,,,,1,1,,1,,,,,1,2,,,,,,,4,7,11
2022-01-22,04:00:00,,,4,3,,,,,,,,,,,,,1,2,,1,,,,1,,,,,,,5,7,12
2022-01-22,05:00:00,,,7,4,,,,,,,,2,,,1,2,3,3,,,1,1,3,1,,,,,,,15,13,28
2022-01-22,06:00:00,,,4,,,,,,,1,1,2,,,4,4,4,4,,,1,2,3,6,,,,,,,17,19,36
2022-01-22,07:00:00,,1,1,2,,2,,,,,5,,,,13,14,1,1,2,6,,,7,13,,,,,,,29,39,68
2022-01-22,08:00:00,2,,2,2,,,,,,,2,2,1,,38,29,7,9,9,5,2,2,14,14,,,,,,,77,63,140
2022-01-22,09:00:00,,,2,,2,,,,,,4,4,,3,56,29,3,9,5,4,1,,17,14,,,,,,,90,63,153
2022-01-22,10:00:00,,,3,,,,,,,,3,9,,1,50,53,8,8,2,2,4,2,25,15,,,,,,,95,90,185
2022-01-22,11:00:00,,,2,1,,,,,,,5,8,1,2,61,52,6,3,1,6,1,2,16,30,,,,,,,93,104,197
2022-01-22,12:00:00,,1,1,4,,2,,,,,4,3,3,1,51,54,6,5,3,2,1,1,29,35,,,,,,,98,108,206
2022-01-22,13:00:00,,,1,1,,,,,,,5,4,2,,60,62,7,7,7,,1,1,13,28,,,,,,,96,103,199
2022-01-22,14:00:00,,,6,1,,,,,,,4,3,3,,63,51,5,8,2,,,1,10,10,,,,,,,93,74,167
2022-01-22,15:00:00,3,1,3,2,,,,,,,11,3,2,,44,27,8,5,1,1,3,1,13,11,,,,,,,88,51,139
2022-01-22,16:00:00,,,1,1,,,,,,,4,7,2,,59,68,8,6,3,4,1,1,13,10,,,,,,,91,97,188
