Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2012-12-19,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,1,1
2012-12-19,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2012-12-19,02:00:00,,,1,1,,,,,,,,,,,1,,,1,,,,,2,1,,,,,,,4,3,7
2012-12-19,03:00:00,,,1,,1,,,,,,,,,,1,,1,,1,1,,,,2,,,,,,,5,3,8
2012-12-19,04:00:00,,,2,1,,,1,,,,,,,,2,1,1,2,2,3,,,1,1,,,,,,,9,8,17
2012-12-19,05:00:00,,,2,1,1,,2,2,1,1,,,1,,3,4,2,1,1,2,,,3,1,,,,,,,16,12,28
2012-12-19,06:00:00,,,1,2,1,1,,2,1,2,,,,,2,2,1,2,1,1,,,3,1,,,,,,,10,13,23
2012-12-19,07:00:00,,,2,1,1,2,,,1,1,,,,,4,3,2,1,1,3,,,2,2,,,,,,,13,13,26
2012-12-19,08:00:00,,,4,,2,2,1,2,2,2,,,1,,6,7,3,2,3,3,,,3,4,,,,,,,25,22,47
2012-12-19,09:00:00,,,2,3,3,4,2,1,4,4,2,1,,2,12,13,1,3,2,6,,,2,3,,,,,,,30,40,70
2012-12-19,10:00:00,,,1,2,3,3,,2,2,2,,1,2,1,8,9,2,1,4,3,,,3,2,,,,,,,25,26,51
2012-12-19,11:00:00,,,2,2,2,2,1,,3,3,,,,1,18,6,2,3,2,2,,,4,3,,,,,,,34,22,56
2012-12-19,12:00:00,,,1,3,2,3,,,2,3,,,,,8,14,2,3,3,4,,,4,4,,,,,,,22,34,56
2012-12-19,13:00:00,,,2,4,1,2,,1,1,1,,,,,6,6,3,1,2,3,,,3,3,,,,,,,18,21,39
2012-12-19,14:00:00,,,3,2,1,2,,,2,2,1,,2,1,7,9,2,2,3,2,,,3,2,,,,,,,24,22,46
2012-12-19,15:00:00,,,2,1,2,1,1,1,3,2,,1,1,,12,13,3,1,2,1,,,2,1,,,,,,,28,22,50
2012-12-19,16:00:00,,,1,2,4,2,1,1,2,2,1,1,1,1,16,9,1,2,2,4,,,4,3,,,,,,,33,27,60
