Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2014-11-19,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2014-11-19,06:00:00,1,3,2,6,3,1,3,3,17,7,13,8,10,1,67,63,3,,6,4,,,6,1,,,3,,,,134,97,231
2014-11-19,07:00:00,2,3,1,3,3,,,10,15,9,7,2,9,10,101,71,6,,7,7,,,16,1,,,2,3,,,169,119,288
2014-11-19,08:00:00,1,2,5,2,4,1,3,8,29,24,13,11,14,16,164,134,11,11,11,12,,,8,16,,,14,2,,,277,239,516
2014-11-19,09:00:00,3,12,5,5,1,1,4,6,23,23,23,7,30,35,209,201,13,12,8,6,,,5,12,,1,12,8,6,,342,329,671
2014-11-19,10:00:00,4,6,4,1,1,1,8,5,24,33,26,7,26,19,232,227,17,,12,8,,3,6,21,,,4,2,,,364,333,697
2014-11-19,11:00:00,5,10,6,2,,1,9,3,31,33,20,10,61,33,263,226,26,7,9,5,,1,4,28,1,1,3,1,,,438,361,799
2014-11-19,12:00:00,1,19,4,1,1,3,5,2,44,25,41,11,29,58,210,233,16,37,8,12,,7,17,30,,,3,1,,,379,439,818
2014-11-19,13:00:00,6,15,7,2,6,3,1,1,26,25,15,13,30,38,209,199,19,17,7,22,2,6,21,21,2,,3,6,,,354,368,722
2014-11-19,14:00:00,4,5,10,11,2,1,2,6,27,23,9,9,24,36,186,169,10,23,6,12,8,1,13,6,,5,3,2,,,304,309,613
2014-11-19,15:00:00,14,6,5,6,3,3,6,13,27,20,19,15,42,45,201,171,17,30,9,6,1,,13,12,,2,2,3,,,359,332,691
