Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-20,00:00:00,,,1,,1,,,,,,,,2,,17,26,1,,,2,,,2,1,,,,,,,24,29,53
2011-11-20,01:00:00,,,,,,,,,,,,,1,,12,19,,1,,,,,1,2,,,,,,,14,22,36
2011-11-20,02:00:00,1,,2,,1,,,,,,,,,,12,17,1,,,,,,3,,,,,,,,20,17,37
2011-11-20,03:00:00,,,,,1,,,,,,,,,,7,17,2,1,,,,,4,,,,,,,,14,18,32
2011-11-20,04:00:00,,,1,,,,,,,,,,,,37,37,,2,2,3,,,1,1,,,3,3,,,44,46,90
2011-11-20,05:00:00,2,,2,,3,,2,,3,,2,,3,,74,85,,2,12,12,,,2,2,,,11,13,,,116,114,230
2011-11-20,06:00:00,,,1,,1,,,,,,1,,2,,30,27,1,,,3,,,1,,,,3,3,,,40,33,73
2011-11-20,07:00:00,,,2,,,,,,,,,,4,,35,75,,,1,8,,,2,2,,,5,5,,,49,90,139
2011-11-20,08:00:00,,,,,1,,,,7,,,,2,,52,71,2,,3,10,,,2,2,,,1,2,,,70,85,155
2011-11-20,09:00:00,1,,1,,,,1,,6,,,,2,,70,125,1,1,3,12,,,1,5,,,5,7,,,91,150,241
2011-11-20,10:00:00,,,3,,3,,2,,5,,,,6,,97,85,4,,7,10,,,3,4,,,15,11,,,145,110,255
2011-11-20,11:00:00,,,4,,,,1,,3,,,,3,,85,116,4,,3,8,,,4,3,,,,6,,,107,133,240
2011-11-20,12:00:00,,,2,,,,1,,2,,1,,2,,70,80,1,1,7,2,,,4,5,,,11,5,,,101,93,194
2011-11-20,13:00:00,1,,4,,,,,,2,,,,9,,56,86,3,,13,5,,,4,3,,,6,7,,,98,101,199
2011-11-20,14:00:00,,,3,,,,1,,5,,,,3,,80,75,2,5,6,3,,,4,4,,,6,9,,,110,96,206
2011-11-20,15:00:00,1,,3,,,,2,,5,,,,9,,70,69,,1,4,9,,,4,2,,,11,13,,,109,94,203
2011-11-20,16:00:00,2,,,,1,,1,,5,,,,4,,60,90,,1,1,3,,,4,3,,,7,4,,,85,101,186
