Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2012-12-15,00:00:00,2,3,3,4,,1,1,,3,,,,,2,2,1,2,,,,,,,3,,,,,,,13,14,27
2012-12-15,01:00:00,,2,1,1,2,,3,1,2,2,1,,1,1,,2,1,1,1,1,,,2,1,,,,,,,14,12,26
2012-12-15,02:00:00,2,4,4,2,,2,2,2,3,,,,,2,1,1,1,2,2,,,,1,,,,,,,,16,15,31
2012-12-15,03:00:00,,2,3,3,2,,4,,7,3,2,,2,2,,3,2,,,2,,,5,2,,,,,,,27,17,44
2012-12-15,04:00:00,3,1,4,7,3,1,18,7,9,5,4,2,4,3,9,7,3,3,1,3,,,2,7,,,,,,,60,46,106
2012-12-15,05:00:00,8,5,7,2,5,8,23,22,17,17,14,4,8,5,25,23,5,8,4,4,,,7,6,,,2,3,,,125,107,232
2012-12-15,06:00:00,7,4,9,7,7,5,15,5,18,14,5,3,18,12,38,54,4,6,4,4,,,12,12,,,3,7,,,140,133,273
2012-12-15,07:00:00,3,,15,4,3,4,18,4,18,25,6,2,47,15,75,,2,8,8,5,,,6,11,,,5,1,,,206,79,285
2012-12-15,08:00:00,4,2,8,25,4,8,18,8,40,25,10,5,55,22,160,,4,16,4,5,,,11,15,,,1,10,,,319,141,460
2012-12-15,09:00:00,8,4,25,4,6,7,12,7,22,30,17,4,60,33,350,,10,19,4,12,,,17,17,,,1,22,,,532,159,691
2012-12-15,10:00:00,17,7,33,10,32,15,7,15,65,17,10,3,51,32,175,,4,19,13,8,,,32,27,,,4,4,,,443,157,600
2012-12-15,11:00:00,7,4,11,16,8,7,4,7,20,23,10,8,44,37,200,,10,13,3,9,,,16,18,,,,5,,,333,147,480
2012-12-15,12:00:00,14,4,9,16,10,5,14,5,20,22,3,10,56,43,225,255,9,6,8,6,,,17,22,,,4,22,,,389,416,805
2012-12-15,13:00:00,6,2,14,8,8,8,10,8,20,22,4,9,40,33,205,205,12,3,3,3,,1,23,36,,,1,36,,,346,374,720
2012-12-15,14:00:00,3,4,18,12,11,5,2,8,31,27,32,3,70,39,285,250,,10,17,10,,,55,30,,,6,30,,,530,428,958
