Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-10-15,00:00:00,,,,,,,,,1,1,1,,4,1,5,1,,1,,,,1,1,2,,,,,,,12,7,19
2018-10-15,01:00:00,,,,,,,,,,1,,,2,,1,2,1,1,,,,,,,,,,,,,4,4,8
2018-10-15,02:00:00,,,1,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,5,0,5
2018-10-15,03:00:00,,,,,,,1,2,3,1,,1,3,1,2,2,,5,,,1,,,1,,,,,,,10,13,23
2018-10-15,04:00:00,,,,,,,9,11,,3,2,1,1,2,3,7,1,4,,,3,4,2,1,,,,,,,21,33,54
2018-10-15,05:00:00,,,7,,,,19,11,1,8,4,6,8,7,27,34,4,2,,1,11,11,3,3,,,,,,,84,83,167
2018-10-15,06:00:00,8,,5,2,,,23,13,6,8,12,12,17,21,75,77,9,6,1,,15,15,11,3,,,3,,,,185,157,342
2018-10-15,07:00:00,1,1,2,,,1,15,6,21,24,4,8,24,25,185,135,14,14,2,2,40,42,9,7,,,2,2,,,319,267,586
2018-10-15,08:00:00,1,1,2,2,,1,36,17,9,21,14,11,44,52,305,242,16,15,1,4,57,39,15,7,,,5,,,,505,412,917
2018-10-15,09:00:00,2,2,3,3,,,34,16,14,22,18,12,74,48,284,256,16,11,2,2,51,50,22,20,,,4,3,,,524,445,969
2018-10-15,10:00:00,4,,2,,2,,24,17,14,21,17,13,77,80,326,311,8,21,3,2,48,35,19,23,,,9,,,,553,523,1076
2018-10-15,11:00:00,5,,3,8,,,15,19,19,22,22,23,76,65,390,329,19,13,2,3,65,52,23,20,,,7,3,,,646,557,1203
2018-10-15,12:00:00,14,1,3,3,1,2,23,18,9,20,34,29,84,63,407,352,31,12,4,5,69,64,27,11,,,10,6,,,716,586,1302
2018-10-15,13:00:00,6,5,7,3,,1,21,25,11,18,32,29,71,186,383,381,21,17,4,1,79,50,23,18,,,6,3,,,664,737,1401
2018-10-15,14:00:00,4,2,4,2,1,,24,25,8,27,27,31,88,97,328,422,16,15,1,2,69,69,16,16,,,8,3,,,594,711,1305
