Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2015-02-04,00:00:00,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4
2015-02-04,01:00:00,3,4,,5,,,,,,,1,,,,,,,,,,,,1,,,,,,,,5,9,14
2015-02-04,02:00:00,,,,3,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,4,5
2015-02-04,03:00:00,,3,,3,,1,,3,,,,1,,,,,,,,,,,,1,,,,,,,0,12,12
2015-02-04,04:00:00,1,1,1,8,,4,1,14,,3,1,1,,1,,1,1,1,,1,,,1,1,,,,,,,6,36,42
2015-02-04,05:00:00,3,1,10,9,6,4,7,19,6,10,10,5,5,5,7,9,8,5,2,18,9,5,3,6,,,4,4,,,80,100,180
2015-02-04,06:00:00,4,3,12,13,11,11,13,26,14,19,14,15,13,11,41,32,12,10,30,42,17,16,14,14,,1,30,17,,3,225,233,458
2015-02-04,07:00:00,6,2,18,20,16,16,13,12,13,16,14,19,18,18,87,97,15,17,58,42,39,39,18,20,1,2,38,33,2,,356,353,709
2015-02-04,08:00:00,3,7,26,26,21,17,10,12,15,19,13,15,22,30,125,112,18,27,47,38,37,46,29,33,,1,49,73,2,1,417,457,874
2015-02-04,09:00:00,3,5,32,35,21,17,15,13,23,25,17,18,29,37,179,169,24,27,35,47,31,31,31,41,1,,73,85,1,1,515,551,1066
2015-02-04,10:00:00,4,4,22,40,15,16,12,10,17,13,18,23,36,32,143,167,17,32,41,44,28,21,37,31,1,1,69,39,3,,463,473,936
2015-02-04,11:00:00,2,3,23,34,10,22,11,11,17,18,19,22,27,22,130,138,19,18,53,36,22,21,36,38,,,43,59,1,,413,442,855
2015-02-04,12:00:00,5,7,24,25,13,17,10,12,17,14,20,17,21,23,99,111,19,15,24,22,21,32,25,25,1,,29,23,3,,331,343,674
2015-02-04,13:00:00,5,4,21,28,18,13,9,10,17,13,18,19,27,22,95,107,16,22,31,35,21,35,20,23,38,,1,44,,,337,375,712
2015-02-04,14:00:00,4,7,23,32,17,18,10,11,12,13,13,25,26,37,131,118,18,23,59,39,29,37,30,29,1,,50,57,3,,426,446,872
