Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2012-12-19,00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2012-12-19,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2012-12-19,02:00:00,,,,1,,1,,,,,,,,1,,2,,1,,,,,1,2,,,,,,,1,8,9
2012-12-19,03:00:00,,,,1,1,,,,,,,,2,1,,,1,1,,,,,,1,,,,,,,4,4,8
2012-12-19,04:00:00,,,1,,1,,,1,,,,1,1,1,3,1,2,3,1,1,,,1,1,,,,,,,10,9,19
2012-12-19,05:00:00,,1,2,2,1,1,2,2,,1,1,,1,2,6,2,1,2,2,1,,,1,2,,,,,,,17,16,33
2012-12-19,06:00:00,,,,1,,1,1,,,,,,4,8,5,3,,3,2,1,,,2,1,,,,,,,14,18,32
2012-12-19,07:00:00,,,2,3,1,3,2,,1,,,,6,9,4,5,2,4,1,,,,4,3,,,,,,,23,27,50
2012-12-19,08:00:00,,,3,1,2,3,1,,1,1,1,,13,6,4,6,,1,3,2,,,4,10,,,,,,,32,30,62
2012-12-19,09:00:00,,1,1,1,,2,,,2,1,1,,5,12,10,21,8,3,3,1,,,2,8,,,,,,,32,50,82
2012-12-19,10:00:00,,,,2,1,3,,,1,2,2,,11,14,15,19,3,7,3,5,,,7,8,,,,,,,43,60,103
2012-12-19,11:00:00,,,2,1,2,,1,,1,,,,4,6,12,22,2,3,5,1,,,6,3,,,,,,,35,36,71
2012-12-19,12:00:00,,,2,2,1,1,,1,,1,,1,7,7,13,12,3,5,3,,,,8,5,,,,,,,37,35,72
2012-12-19,13:00:00,,,2,,,,,2,,,1,,5,9,10,9,1,3,1,3,,,5,3,,,,,,,25,29,54
2012-12-19,14:00:00,,1,1,,,,1,1,,,,,10,8,19,14,3,3,,1,,,8,2,,,,,,,42,30,72
2012-12-19,15:00:00,,,,3,2,,1,,,,1,,6,5,15,13,5,3,2,,,,6,5,,,,,,,38,29,67
2012-12-19,16:00:00,2,1,1,,,1,,,1,1,,,7,7,12,10,2,1,,1,,,4,2,,,,,,,29,24,53
