Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-16,00:00:00,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3
2011-11-16,01:00:00,,,1,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,4,0,4
2011-11-16,02:00:00,,,1,,1,2,,,,,,,,,,,1,,,,,,1,,,,,,,,4,2,6
2011-11-16,03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-16,04:00:00,,,3,2,2,,,1,,,,,2,,3,5,2,1,,1,,,2,2,,,,,,,14,12,26
2011-11-16,05:00:00,,,3,6,7,4,2,2,1,,,,3,,12,,1,,2,,,,3,,,,,,,,34,12,46
2011-11-16,06:00:00,,,3,2,4,1,1,,1,3,1,,2,12,5,16,2,1,1,7,,,2,8,,,,,,,22,50,72
2011-11-16,07:00:00,,,2,3,2,2,,,1,2,,,1,6,22,7,1,2,2,3,,,3,4,,,,,,,34,29,63
2011-11-16,08:00:00,,,4,2,,1,,,,4,,,2,7,10,4,,,1,1,,,2,10,,,,,,,19,29,48
2011-11-16,09:00:00,,,6,4,3,2,1,,2,3,,,4,5,21,8,,,2,,,,2,7,,,,,,,41,29,70
2011-11-16,10:00:00,,1,4,3,7,,,,1,3,,,3,7,8,3,,,3,1,,,6,5,,,,,,,32,23,55
2011-11-16,11:00:00,,,2,6,3,2,,,,2,,,2,5,7,6,,,1,3,,,3,7,,,,,,,18,31,49
2011-11-16,12:00:00,,1,3,7,2,3,1,1,1,2,1,,2,3,6,,,1,1,8,,,2,3,,,,,,,19,29,48
2011-11-16,13:00:00,,,2,5,4,,,,2,3,,,1,6,8,,,,2,,,,3,5,,,,,,,22,19,41
2011-11-16,14:00:00,,,4,3,2,,1,1,1,2,,,3,2,13,2,,2,4,6,,,3,4,,,,,,,31,22,53
2011-11-16,15:00:00,,,3,4,3,,,,2,4,,,1,3,7,,,1,2,2,,,7,3,,,,,,,25,17,42
2011-11-16,16:00:00,,,7,2,8,,1,2,1,3,,,3,6,10,,,3,,4,,,3,6,,,,,,,33,26,59
