Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-16,00:00:00,1,,,1,,,,,,,,1,,1,4,1,,,,,2,,1,,,,,,,,8,4,12
2021-03-16,01:00:00,,,,2,,,,,,,,,,,2,2,,,,,,,,,,,,,,,2,4,6
2021-03-16,02:00:00,1,1,,1,1,,,,,,,,,,1,1,,2,,,,1,,1,,,,,,,3,7,10
2021-03-16,03:00:00,,1,,1,,,,,,,,,,,3,3,,2,,1,2,1,,3,,,,,,,5,12,17
2021-03-16,04:00:00,2,1,,2,,1,,5,,1,1,1,,,13,8,4,4,1,,4,1,2,,,,,,,,27,24,51
2021-03-16,05:00:00,2,8,,4,,,9,4,7,1,5,3,1,4,71,57,3,6,6,10,42,12,1,3,,,,,,,147,112,259
2021-03-16,06:00:00,1,22,2,2,1,,3,2,7,11,1,2,6,3,202,169,4,2,6,31,94,36,3,7,,,,,,,330,287,617
2021-03-16,07:00:00,3,5,4,2,2,1,3,1,3,18,4,3,2,6,208,229,9,2,15,25,95,54,3,6,,,,,,,351,352,703
2021-03-16,08:00:00,2,13,6,2,,,5,1,13,15,6,2,3,5,424,270,5,4,31,25,162,102,1,12,,,,,,,658,451,1109
2021-03-16,09:00:00,4,5,3,2,1,,15,1,9,13,10,1,4,9,581,392,16,10,30,30,193,165,14,13,,,,,,,880,641,1521
2021-03-16,10:00:00,9,9,6,6,1,3,5,,8,13,6,6,5,15,537,407,19,22,34,28,234,162,9,11,,,,,,,873,682,1555
2021-03-16,11:00:00,8,9,10,4,2,2,1,,5,6,10,9,7,12,490,351,14,14,26,36,191,201,6,10,,,,,,,770,654,1424
2021-03-16,12:00:00,15,6,4,3,1,,2,,4,6,8,10,8,10,405,372,17,22,31,31,159,222,10,4,,,,,,,664,686,1350
2021-03-16,13:00:00,14,7,8,9,1,,1,,6,8,4,2,14,12,356,382,10,13,33,27,159,195,10,5,,,,,,,616,660,1276
2021-03-16,14:00:00,7,7,4,10,1,2,,,9,9,4,7,9,16,357,409,6,8,21,33,174,175,15,5,,,,,,,607,681,1288
