Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2025-02-18,00:00:00,2,2,1,,,,,,1,,3,,2,1,9,11,1,,7,7,2,,,1,,,,,,,28,22,50
2025-02-18,01:00:00,,,,,,,,,,,1,1,,,1,5,1,,,,,1,,3,,,,,,,3,10,13
2025-02-18,02:00:00,3,4,,,,,,,,1,,1,,,1,5,,1,,,2,,1,,,,,,,,7,12,19
2025-02-18,03:00:00,3,4,,,,1,,1,,1,,,,1,6,,,,,,3,1,,,,,,,,,12,9,21
2025-02-18,04:00:00,1,5,,,1,,,,,1,,1,,,8,4,5,1,,1,15,4,,,,,,,,,30,17,47
2025-02-18,05:00:00,6,5,2,1,1,2,,,1,2,1,3,2,,42,22,5,5,,2,21,10,,,,,,,,,81,52,133
2025-02-18,06:00:00,2,13,9,2,1,1,,1,10,15,2,2,7,2,102,84,1,2,2,1,66,37,,,,,,,,,202,160,362
2025-02-18,07:00:00,8,12,1,2,,1,,1,3,24,1,5,4,5,176,129,5,7,8,7,98,67,1,2,,,,,,,305,262,567
2025-02-18,08:00:00,1,4,5,5,,3,,,11,15,10,6,4,12,316,190,17,7,8,7,169,85,4,3,,,,,,,545,337,882
2025-02-18,09:00:00,3,6,5,15,,1,,,22,13,6,5,13,14,524,205,18,13,20,13,251,125,5,1,1,,,,,,868,411,1279
2025-02-18,10:00:00,8,3,12,2,1,3,1,,4,9,9,5,9,24,474,334,20,15,9,15,259,211,2,20,1,,,,,3,809,644,1453
2025-02-18,11:00:00,9,8,8,5,4,3,,1,1,8,5,4,13,16,388,332,22,23,7,23,246,229,2,9,,,,,,,705,661,1366
2025-02-18,12:00:00,10,3,4,4,1,2,,1,3,8,4,8,15,16,366,325,14,23,9,27,216,238,4,8,,,,,,,646,663,1309
2025-02-18,13:00:00,8,9,5,9,3,1,,4,4,8,5,4,17,22,310,347,24,9,17,12,170,215,5,11,,,,,,,568,651,1219
2025-02-18,14:00:00,10,10,8,12,1,6,2,,5,13,4,9,21,14,262,369,20,21,6,27,185,227,4,5,,,,,,,528,713,1241
