Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-10-15,00:00:00,,,,,,,,1,1,1,,1,3,5,2,7,,,,,2,1,2,2,,,,,,,10,18,28
2018-10-15,01:00:00,,,,,,,,,1,,,2,1,,2,2,1,1,,,1,,,,,,,,,,6,5,11
2018-10-15,02:00:00,,,,1,,,,1,,1,,,,1,3,1,,,,,,,1,,,,,,,,4,5,9
2018-10-15,03:00:00,,,,,,,1,4,2,,1,3,1,2,2,2,4,1,,,1,1,2,1,,,,,,,14,14,28
2018-10-15,04:00:00,,,,,,,11,9,3,1,,2,3,1,11,5,5,2,,,10,6,4,2,,,,,,,47,28,75
2018-10-15,05:00:00,,1,,6,,,9,17,11,2,5,4,7,9,49,26,4,5,1,,17,11,6,4,,,,,,,109,85,194
2018-10-15,06:00:00,,9,3,5,,1,16,20,5,9,15,7,19,19,99,76,9,6,,1,40,32,6,10,,,,,,,212,195,407
2018-10-15,07:00:00,1,2,2,2,1,,22,17,19,21,13,6,23,23,169,182,13,9,4,3,53,47,10,9,,,,,,,330,321,651
2018-10-15,08:00:00,,1,3,3,,,12,17,26,29,10,11,45,45,249,292,12,13,4,1,53,92,7,11,,,,,,,421,515,936
2018-10-15,09:00:00,2,1,4,4,,1,20,24,19,24,8,17,54,78,275,296,13,11,2,2,57,64,19,22,,,1,1,,,474,545,1019
2018-10-15,10:00:00,,4,3,2,,3,13,9,26,31,9,11,67,83,303,340,19,12,2,3,58,100,12,15,,,1,3,,,513,616,1129
2018-10-15,11:00:00,,5,8,5,,2,3,5,38,30,14,14,53,73,325,402,12,21,2,1,67,101,16,24,,,1,2,,,539,685,1224
2018-10-15,12:00:00,2,13,4,6,1,1,4,2,34,29,12,19,58,93,347,416,14,28,4,4,63,104,15,24,,,2,4,,,560,743,1303
2018-10-15,13:00:00,4,6,3,4,1,4,8,4,34,30,17,6,85,85,379,384,25,24,1,4,56,92,17,19,,,3,3,,,633,665,1298
2018-10-15,14:00:00,2,4,1,4,1,,11,3,41,29,7,12,96,84,408,361,22,15,2,1,90,104,16,15,,,2,2,,,699,634,1333
