Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2023-05-14,00:00:00,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,0,2,2
2023-05-14,01:00:00,,,,1,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,3,2,5
2023-05-14,02:00:00,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,1,1
2023-05-14,03:00:00,,,,,,,,,,,,,,,2,1,,,,,,1,1,,,,,,,,3,2,5
2023-05-14,04:00:00,,,2,,,,,,1,,,,2,1,12,,,,,,1,,,,,,,,,,18,1,19
2023-05-14,05:00:00,1,1,,6,2,,,1,,2,2,2,1,,40,36,,,1,,11,9,1,3,,,,,,,59,60,119
2023-05-14,06:00:00,,,,7,1,12,,,1,8,,,,4,31,108,3,1,2,3,12,20,,2,,,,,,,50,165,215
2023-05-14,07:00:00,,,2,5,,5,,3,2,6,,3,1,2,45,148,1,2,2,5,20,56,,1,,,,,,,73,236,309
2023-05-14,08:00:00,4,,6,7,,8,1,5,4,2,2,4,1,5,46,142,,8,5,10,25,54,,4,,,,,,,94,249,343
2023-05-14,09:00:00,4,,5,2,,13,2,1,3,10,,2,24,6,167,223,7,,2,3,61,68,2,1,,,2,,,,279,329,608
2023-05-14,10:00:00,,,9,13,4,12,3,1,,2,3,5,13,17,139,189,,1,7,6,54,72,,2,,,,,,,232,320,552
2023-05-14,11:00:00,,,8,7,1,8,4,,8,4,2,5,10,17,142,192,,2,2,8,71,76,,3,,,,,,,248,322,570
2023-05-14,12:00:00,2,,8,15,3,5,2,1,,8,4,4,14,9,137,130,2,,8,2,65,76,3,1,,,,,,,248,251,499
2023-05-14,13:00:00,1,2,5,10,11,3,,1,1,3,2,2,9,14,150,132,4,,4,4,49,40,,4,,,,,,,236,215,451
2023-05-14,14:00:00,1,1,10,8,12,8,2,,2,2,5,4,13,8,111,137,2,,7,4,53,51,,3,,,,,,,218,226,444
2023-05-14,15:00:00,,5,11,11,10,2,2,3,4,1,5,5,8,16,158,129,5,3,5,6,47,54,5,1,,,,,,,260,236,496
