Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-02-21,00:00:00,,1,2,2,,,,,,,,,3,2,1,2,2,3,,2,,,3,3,,,,,,,11,15,26
2017-02-21,01:00:00,,,1,2,,2,,,,,,,1,1,,,1,1,,1,,,2,1,,,,,,,5,8,13
2017-02-21,02:00:00,,,,3,,,,,,,,,,,,,1,2,,,,,1,2,,,,,,,2,7,9
2017-02-21,03:00:00,,1,2,3,,1,,,,,,,2,2,,,2,2,,2,,,3,3,,,,,,,9,14,23
2017-02-21,04:00:00,,,2,2,,,,,1,1,,,3,,1,7,3,9,2,2,,,2,,,,,,,,14,21,35
2017-02-21,05:00:00,,,3,5,,,,,2,2,,,6,4,2,7,4,8,3,2,,,5,3,,,,,,,25,31,56
2017-02-21,06:00:00,,,,,2,1,,,1,1,,,6,1,16,24,2,3,3,3,,,5,2,,,,,,,35,35,70
2017-02-21,07:00:00,,,,1,1,3,,,,2,,,4,3,31,24,9,7,3,2,,,9,8,,,,,,,57,50,107
2017-02-21,08:00:00,,,,,3,4,,,2,1,,,7,4,50,49,11,5,1,,,,26,13,,,,,,,100,76,176
2017-02-21,09:00:00,,,,,3,3,,1,1,1,,,7,6,75,59,13,5,1,,,,37,19,1,,,,,,138,94,232
2017-02-21,10:00:00,,,,,6,1,,1,5,,,,20,8,35,35,11,20,7,1,,,37,30,,,,,,,121,96,217
2017-02-21,11:00:00,,,1,,4,3,,,4,1,,,6,11,70,49,6,6,1,1,,,26,15,,,,,,,118,86,204
2017-02-21,12:00:00,,,,,6,,,,2,2,,,10,9,67,51,10,6,4,1,,,30,20,,,,,,,129,89,218
2017-02-21,13:00:00,,,,,7,2,,,,1,,,11,16,53,65,4,7,,4,,,14,29,,,,,,,89,124,213
2017-02-21,14:00:00,,,,,4,6,1,,,1,,,7,10,57,77,7,12,3,4,,,15,19,,1,,,,,94,130,224
2017-02-21,15:00:00,1,,,,2,3,,,,,,,4,5,43,54,5,7,1,2,,,9,17,,1,,,,,65,89,154
2017-02-21,16:00:00,1,,2,,9,2,,,,,,,7,14,55,67,1,9,1,3,,,14,25,,,,,,,90,120,210
