Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-15,00:00:00,,,2,,,,,,,,,,,,4,,,,,,,,3,1,,,,,,,9,1,10
2021-03-15,01:00:00,,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,2,3,5
2021-03-15,02:00:00,,,,,,,,,,,,,,,1,,2,,,,,,6,,,,,,,,9,0,9
2021-03-15,03:00:00,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,1,3,4
2021-03-15,04:00:00,,,,1,,,,,,1,,,,,,,2,,,,,,,,,,,,,,2,2,4
2021-03-15,05:00:00,,,3,3,,,,,,,,,,,2,2,,1,,,,,1,,,,,,,,6,6,12
2021-03-15,06:00:00,,,40,15,1,1,,,,,4,1,5,7,20,35,27,11,4,1,3,4,12,19,,,,,,,116,94,210
2021-03-15,07:00:00,,,8,12,2,2,,1,1,,,,5,4,48,60,19,8,2,1,7,10,24,40,,,,,,,116,138,254
2021-03-15,08:00:00,,,10,3,,3,,,1,,1,,7,15,75,106,19,16,3,3,15,19,41,58,,,,,,,172,223,395
2021-03-15,09:00:00,,,2,8,,,,1,2,5,,,9,16,101,110,23,19,,2,16,21,51,72,,,,,,,204,254,458
2021-03-15,10:00:00,,,10,5,1,3,1,,,1,2,,12,10,115,127,18,22,2,1,30,26,62,77,,,,,,,253,272,525
2021-03-15,11:00:00,,,3,6,6,,,,,1,,,5,6,113,119,16,13,2,1,22,27,50,42,,,,,,,217,215,432
2021-03-15,12:00:00,,,4,9,1,,,,,,,,8,5,124,105,11,11,1,,24,23,47,33,,,,,,,220,186,406
2021-03-15,13:00:00,,,10,12,,2,1,1,2,,,,7,9,120,104,18,13,1,3,21,22,80,46,,,,,,,260,212,472
2021-03-15,14:00:00,,,8,8,,2,,,1,1,,,13,13,102,104,17,22,2,,18,19,66,37,,,,,,,227,206,433
2021-03-15,15:00:00,,,4,7,1,,,,7,,3,,9,9,100,97,12,15,1,2,22,20,40,36,,,,,,,199,186,385
2021-03-15,16:00:00,,,12,7,1,4,,,,2,1,,5,7,99,109,9,12,1,1,22,21,39,41,,,,,,,189,204,393
