Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2012-12-15,00:00:00,,,,1,,,,,,,,,,2,,,,,,,,,,2,,,,,,,0,5,5
2012-12-15,01:00:00,,2,2,,1,2,,,1,,,,2,,2,1,,2,,,,,1,1,,,,,,,9,8,17
2012-12-15,02:00:00,,,,1,,,1,,,,1,,,2,,,1,,,1,,,1,2,,,,,,,4,6,10
2012-12-15,03:00:00,1,1,1,,,,,,,,,,,,1,1,,1,,1,,,2,,,,,,,,5,4,9
2012-12-15,04:00:00,,,1,2,1,1,,1,1,1,2,,3,1,2,3,2,,1,,,,,2,,,4,,,,17,11,28
2012-12-15,05:00:00,1,,2,1,3,2,2,2,2,,3,,2,3,10,18,3,3,2,2,,,3,2,,,7,3,,,40,36,76
2012-12-15,06:00:00,1,,2,,,1,2,4,2,5,1,2,9,10,38,61,2,1,1,3,,,2,2,,,13,5,,,73,94,167
2012-12-15,07:00:00,,,1,,4,,,1,2,13,3,2,9,13,80,69,2,4,3,9,,,1,6,,,7,9,,,112,126,238
2012-12-15,08:00:00,,,,2,,1,,2,2,6,,2,15,19,115,120,1,2,2,7,,,9,7,,1,9,21,,,153,190,343
2012-12-15,09:00:00,,,,,2,,3,1,6,7,3,3,20,21,120,124,7,10,4,7,,,7,8,,2,17,13,,,189,196,385
2012-12-15,10:00:00,,1,1,,3,1,1,2,6,3,1,4,18,19,108,122,8,7,5,3,1,,4,7,3,1,28,21,,,187,191,378
2012-12-15,11:00:00,2,1,,2,1,,,2,8,4,2,1,14,25,128,136,11,136,1,6,,,4,11,,1,22,19,,,193,344,537
2012-12-15,12:00:00,,2,,1,1,1,4,1,2,3,3,3,15,14,93,113,10,6,8,5,,,7,5,,,2,18,1,,146,172,318
2012-12-15,13:00:00,,,1,,1,3,1,,3,5,1,1,18,9,122,118,6,5,5,2,,,6,3,,,,16,,,164,162,326
2012-12-15,14:00:00,,1,2,1,,1,1,1,6,5,5,3,15,15,120,106,7,7,8,6,,,4,6,,1,,18,,,168,171,339
2012-12-15,15:00:00,2,,,2,,2,3,5,5,7,1,2,18,18,120,128,6,11,5,3,,,8,8,,1,,21,,,168,208,376
