Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2025-02-17,00:00:00,8,12,3,3,,,1,,2,,4,,10,9,21,17,12,5,,,9,6,2,,,,,,,,72,52,124
2025-02-17,01:00:00,10,8,1,2,,,2,,2,,2,,8,4,7,11,13,2,,,4,5,,,,,,,,,49,32,81
2025-02-17,02:00:00,9,2,5,2,1,1,4,,,,,3,6,3,10,7,9,2,,,3,3,,,,,,,,,47,23,70
2025-02-17,03:00:00,7,8,8,5,2,1,6,,2,,2,,3,2,13,3,10,2,,,16,6,6,1,,,,,,,75,28,103
2025-02-17,04:00:00,9,5,16,6,2,1,15,10,2,7,10,4,9,6,31,19,10,8,,,20,12,3,1,,,,,1,,128,79,207
2025-02-17,05:00:00,20,12,20,12,,1,27,9,6,15,16,15,22,32,117,71,13,12,,,114,86,8,9,,,1,,,,364,274,638
2025-02-17,06:00:00,29,22,22,29,2,5,37,1,9,16,5,30,52,53,301,182,22,22,5,2,246,235,15,36,,,1,,,,746,633,1379
2025-02-17,07:00:00,29,22,32,25,1,1,16,1,10,36,9,24,78,74,311,263,25,27,5,8,280,245,13,29,,1,3,,,2,812,758,1570
2025-02-17,08:00:00,26,15,29,28,3,4,8,8,18,25,17,24,116,103,506,373,45,40,8,7,358,308,19,22,,,,1,,1,1153,959,2112
2025-02-17,09:00:00,19,15,28,21,5,5,11,7,16,18,10,9,126,124,750,572,40,46,9,15,440,406,19,29,,,1,4,1,,1475,1271,2746
2025-02-17,10:00:00,27,23,35,27,4,6,14,7,15,21,4,22,110,115,738,622,38,68,10,15,506,479,22,24,,1,2,,,1,1525,1431,2956
2025-02-17,11:00:00,27,32,32,35,8,6,4,3,13,18,7,8,115,139,723,655,46,49,14,5,492,476,14,17,,,1,3,,,1496,1446,2942
2025-02-17,12:00:00,35,24,34,33,8,5,8,,10,13,6,11,137,148,677,690,37,51,13,14,453,431,21,23,,,2,2,,,1441,1445,2886
2025-02-17,13:00:00,27,21,34,36,2,10,11,1,10,7,8,6,150,133,585,594,56,46,10,13,461,443,17,24,,,3,4,,,1374,1338,2712
