Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-20,00:00:00,2,2,3,4,2,,,,,,,,1,2,4,2,1,,,,,,3,2,,,,,,,16,12,28
2011-11-20,01:00:00,1,2,5,4,1,2,,,,,,,2,1,1,1,,,,,,,2,3,,,,,,,12,13,25
2011-11-20,02:00:00,3,1,6,2,2,,,,,,,,2,2,,3,1,1,,,,,4,4,,,,,,,18,13,31
2011-11-20,03:00:00,2,5,4,6,2,1,,4,,2,,,3,4,2,2,,3,,,,,3,2,,,,,,,16,29,45
2011-11-20,04:00:00,4,8,7,7,9,3,7,8,2,4,1,2,4,3,7,6,2,4,1,1,,,4,3,,,,1,,,48,50,98
2011-11-20,05:00:00,1,8,,3,7,1,5,10,11,9,,1,7,7,44,25,3,,1,1,,,1,4,,,2,3,,,82,72,154
2011-11-20,06:00:00,2,,15,8,1,1,4,9,10,16,2,,10,4,64,51,2,2,,7,,,5,4,,1,4,,,,119,103,222
2011-11-20,07:00:00,2,10,7,6,4,2,4,10,17,18,,1,18,9,127,78,3,2,9,7,,,15,8,,,9,6,,,215,157,372
2011-11-20,08:00:00,,5,5,9,3,3,2,3,21,34,1,,20,27,130,133,5,4,10,7,,,9,12,,,15,11,,,221,248,469
2011-11-20,09:00:00,,3,4,14,4,1,2,5,26,32,,,10,18,135,135,3,,18,6,,,18,10,,,13,13,,,233,237,470
2011-11-20,10:00:00,5,3,5,9,2,4,3,1,36,38,1,5,26,20,150,85,3,4,8,8,,,13,17,2,,26,23,,,280,217,497
2011-11-20,11:00:00,3,3,5,7,4,1,2,4,23,32,,,23,40,180,130,6,6,6,30,,,11,22,,1,18,32,,,281,308,589
2011-11-20,12:00:00,2,8,7,17,11,6,1,2,27,40,1,7,32,30,153,152,7,17,4,21,,,22,30,,1,14,22,,,281,353,634
2011-11-20,13:00:00,,2,5,3,7,4,3,3,23,47,,8,18,23,138,150,4,8,3,10,,,12,25,,2,8,4,,,221,289,510
2011-11-20,14:00:00,1,15,4,3,3,5,,4,29,10,,4,24,19,95,175,6,14,3,10,,,14,9,,4,4,6,,,183,278,461
