Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2016-03-29,00:00:00,,,2,1,1,,,,,,,1,2,,1,,2,2,1,,,,,2,,,,,,,9,6,15
2016-03-29,01:00:00,,,4,3,,,,,,,,1,,,,,,2,,,,,2,1,,,,,,,6,7,13
2016-03-29,02:00:00,,,3,1,,,,,,,,,1,,1,1,1,1,,,,,2,1,,,,,,,8,4,12
2016-03-29,03:00:00,1,1,1,3,,,1,,,,,1,1,,1,1,2,3,,,,2,2,,,,,,,,9,11,20
2016-03-29,04:00:00,,,1,4,,5,5,4,,1,,,,,6,6,4,2,1,,,1,1,3,,,,,,,18,26,44
2016-03-29,05:00:00,,,3,2,,,9,14,,,9,7,,1,22,11,4,2,,1,,,16,5,,,,,,,63,43,106
2016-03-29,06:00:00,,,27,20,8,4,29,30,7,1,10,5,9,4,121,129,11,20,4,6,8,4,31,39,,,,,,,265,262,527
2016-03-29,07:00:00,,,28,21,3,2,48,39,4,4,8,17,13,7,147,145,20,23,8,5,12,23,62,39,,,,,,,353,325,678
2016-03-29,08:00:00,,,40,23,13,20,79,61,20,1,10,4,25,41,208,208,21,23,8,18,25,56,79,42,,,,,,,528,497,1025
2016-03-29,09:00:00,,,15,42,8,44,55,90,3,1,3,3,7,45,266,261,21,56,16,59,18,83,101,47,,,,,,,513,731,1244
2016-03-29,10:00:00,,,22,24,13,7,69,51,3,4,4,17,16,18,330,246,20,41,12,9,27,37,18,56,,,,,,,534,510,1044
2016-03-29,11:00:00,,,49,70,15,30,61,67,4,12,8,14,27,54,304,238,40,49,13,12,32,30,85,89,,,,,,,638,665,1303
2016-03-29,12:00:00,,,53,101,14,32,51,74,14,4,19,15,35,67,186,247,49,71,15,39,32,35,47,83,,,,,,,515,768,1283
2016-03-29,13:00:00,,,14,36,1,5,11,10,13,15,12,9,16,37,123,129,17,37,7,4,,12,36,12,,,,,,,250,306,556
2016-03-29,14:00:00,,,12,16,3,9,27,12,15,25,11,14,24,27,217,257,22,34,4,9,6,15,42,36,,,,1,,,383,455,838
2016-03-29,15:00:00,,,27,20,3,7,31,4,18,19,21,17,34,17,191,214,22,29,5,6,10,16,40,41,,,,2,,1,402,393,795
