Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2015-02-10,00:00:00,8,11,12,11,11,10,1,2,,2,8,1,32,4,25,3,13,10,3,,,,12,7,,,,,,,125,61,186
2015-02-10,01:00:00,9,8,13,12,10,10,,1,,,3,1,29,3,34,1,8,10,3,,,,11,7,,,,,,,120,53,173
2015-02-10,02:00:00,3,7,23,1,22,12,6,,,,8,23,31,20,41,25,17,8,,,,3,10,3,,,,,,,161,102,263
2015-02-10,03:00:00,2,10,34,10,19,13,6,4,14,6,11,24,44,30,42,27,27,8,3,4,,10,9,11,,,4,,,,215,157,372
2015-02-10,04:00:00,4,8,24,1,35,18,22,5,12,9,15,10,40,12,53,29,14,12,8,5,1,21,8,13,,,5,6,3,,244,149,393
2015-02-10,05:00:00,1,7,21,16,33,14,26,3,22,14,12,21,31,22,64,98,12,25,3,2,9,10,7,11,,,12,8,4,,257,251,508
2015-02-10,06:00:00,3,8,13,20,28,12,18,14,40,12,27,11,44,30,69,156,26,12,12,10,19,7,29,15,,,17,,,,345,307,652
2015-02-10,07:00:00,5,6,12,24,23,15,9,10,29,13,20,13,29,16,79,136,17,15,11,7,16,3,23,25,,,14,3,,,287,286,573
2015-02-10,08:00:00,8,5,20,24,18,17,7,12,31,14,19,15,28,13,84,74,17,13,8,5,22,2,18,10,,,14,1,,,294,205,499
2015-02-10,09:00:00,10,3,22,17,14,7,5,4,35,1,17,1,49,5,65,27,23,2,9,,12,,25,3,,,27,,,,313,70,383
2015-02-10,10:00:00,2,4,6,17,14,12,4,8,29,17,29,18,23,23,119,196,18,9,10,8,13,13,27,11,,,9,4,1,,304,340,644
2015-02-10,11:00:00,,7,4,7,13,6,3,11,18,19,13,22,16,19,113,224,9,6,9,8,3,13,22,16,,,5,3,1,,229,361,590
2015-02-10,12:00:00,,8,9,9,8,5,2,10,18,16,17,17,20,17,149,180,8,8,11,6,4,15,19,20,,,1,3,,,266,314,580
2015-02-10,13:00:00,,6,8,8,10,6,4,9,22,13,29,15,23,15,148,200,7,6,6,6,1,14,12,18,,,,5,1,,271,321,592
