Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2016-03-29,00:00:00,,,,3,1,,,,,,,1,,2,1,4,,,,,,,,3,1,,,,,,3,13,16
2016-03-29,01:00:00,,,,3,,,,,,,,2,,,,6,,,,1,,,,5,,,,,,,0,17,17
2016-03-29,02:00:00,,,,2,,,,,,,,2,,7,,7,,2,,,,,,2,,,,,,,0,22,22
2016-03-29,03:00:00,,,2,4,1,,,,,,,,,5,,,2,4,,,,,2,1,,,,,,,7,14,21
2016-03-29,04:00:00,,,7,,,,2,,,,,,,,5,7,,9,1,3,,1,1,3,,,,,,,16,23,39
2016-03-29,05:00:00,,,6,1,,,4,,1,,2,1,4,2,16,25,14,6,1,,4,6,10,14,,,1,,,,63,55,118
2016-03-29,06:00:00,,,9,8,1,2,6,6,3,4,4,7,6,7,30,42,7,8,4,4,8,15,6,14,,,,1,1,,85,118,203
2016-03-29,07:00:00,,,3,9,1,1,10,8,4,2,4,10,5,4,7,65,65,7,8,4,8,21,19,10,10,,,6,,,144,147,291
2016-03-29,08:00:00,,,9,7,3,1,16,7,5,4,11,10,10,7,113,72,6,6,8,2,110,37,11,17,,,1,2,,,303,172,475
2016-03-29,09:00:00,,,8,9,1,,11,8,1,2,10,8,13,8,149,104,8,12,8,5,63,41,18,17,,,2,3,,,292,217,509
2016-03-29,10:00:00,,,14,6,,1,7,2,3,3,13,13,15,13,138,151,11,18,8,11,70,54,23,35,,,3,2,,,305,309,614
2016-03-29,11:00:00,,,13,6,,2,7,7,4,1,16,10,18,14,200,240,18,37,9,5,50,48,36,62,,,2,2,,,373,434,807
2016-03-29,12:00:00,,,10,8,3,3,3,6,7,2,9,12,7,14,156,494,8,27,3,5,50,46,25,37,,,1,1,,,282,655,937
2016-03-29,13:00:00,,3,7,5,1,,2,3,3,12,4,2,14,10,116,27,17,25,3,7,18,28,27,34,,,,,,,212,156,368
2016-03-29,14:00:00,,,7,4,1,1,3,3,4,3,6,7,11,11,136,138,24,14,7,4,25,26,34,39,,,2,3,,,260,253,513
2016-03-29,15:00:00,,,15,5,2,,2,9,2,2,7,6,6,6,133,12,25,20,13,4,16,31,31,32,,,3,,,,255,127,382
