Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2025-02-23,00:00:00,1,1,,2,,,,,,,,,6,3,,4,2,,,,2,,,,,,,,,,11,10,21
2025-02-23,01:00:00,1,2,,,,,,,,,,,1,3,1,1,2,,,,,,,,,,,,,,5,6,11
2025-02-23,02:00:00,2,2,,,,,,,,1,,,5,1,,1,1,1,,1,,,,,,,,,,,8,7,15
2025-02-23,03:00:00,,8,1,1,,,,,,1,,,1,3,,2,5,3,,,1,,1,1,,,,,,,9,19,28
2025-02-23,04:00:00,,4,3,5,,2,2,2,5,6,,,12,2,10,4,2,2,,,1,,6,1,,,,,,,41,28,69
2025-02-23,05:00:00,4,3,1,9,,,3,5,11,11,6,1,11,7,28,22,5,12,1,2,14,8,2,,,,,,,,86,80,166
2025-02-23,06:00:00,2,6,2,5,,1,7,10,23,14,1,,38,24,120,73,10,15,5,5,10,11,2,1,,,,,,,220,165,385
2025-02-23,07:00:00,2,6,7,9,1,,7,6,24,16,7,1,57,44,141,135,19,15,13,4,37,30,3,8,,,,,,,318,274,592
2025-02-23,08:00:00,6,3,8,13,1,2,4,7,39,28,3,9,67,66,257,169,16,19,3,6,40,30,5,8,,,,,,,449,360,809
2025-02-23,09:00:00,13,17,20,13,2,,8,11,32,27,2,1,109,61,413,326,36,24,8,8,60,46,16,7,,,,,,,719,541,1260
2025-02-23,10:00:00,13,10,8,13,2,4,6,11,26,27,3,4,108,83,393,332,39,32,4,6,88,67,9,11,,,,,,,699,600,1299
2025-02-23,11:00:00,4,8,9,11,1,3,5,5,31,28,2,4,101,90,357,358,31,31,5,9,82,60,14,11,,,,,,,642,618,1260
2025-02-23,12:00:00,1,12,7,12,,1,5,12,32,22,3,4,97,91,341,336,33,32,7,6,71,64,16,9,,,,,,,613,601,1214
2025-02-23,13:00:00,9,10,16,9,5,2,10,4,30,20,3,3,102,84,320,332,27,31,4,3,54,64,11,15,,,,,,,591,577,1168
2025-02-23,14:00:00,5,8,13,17,3,5,14,3,24,16,6,6,71,100,310,324,27,33,9,9,39,79,15,17,,,,,,,536,617,1153
