Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-10-03,00:00:00,1,8,6,1,,,1,1,,,,,1,,7,9,5,2,,,1,1,3,3,,,,,,,25,25,50
2018-10-03,01:00:00,4,6,3,4,,,,,,,,1,2,3,1,6,5,1,,,,1,1,4,,,,,,,16,26,42
2018-10-03,02:00:00,3,5,3,,,,,3,1,,,2,2,3,6,2,1,4,,,2,2,1,12,,,,,,,19,33,52
2018-10-03,03:00:00,2,8,4,9,,,,9,,3,2,1,2,6,6,3,3,4,,,4,6,4,7,,,,,,,27,56,83
2018-10-03,04:00:00,5,7,8,9,1,,3,12,1,4,1,6,5,2,17,25,3,10,,2,15,23,4,4,,,,,,,63,104,167
2018-10-03,05:00:00,,21,20,15,,,3,13,13,9,11,10,16,10,70,96,11,4,1,3,63,77,6,6,,,,,,,214,264,478
2018-10-03,06:00:00,11,25,11,21,,2,2,15,2,4,26,20,24,16,185,263,13,14,4,20,122,151,5,10,,,,2,,,405,563,968
2018-10-03,07:00:00,12,29,9,37,1,2,3,5,7,2,31,6,28,27,244,339,17,25,11,15,214,212,16,12,,1,,1,,,593,713,1306
2018-10-03,08:00:00,17,18,39,40,8,6,9,6,4,5,3,5,42,39,539,520,25,24,16,14,224,218,17,15,,,,,,,943,910,1853
2018-10-03,09:00:00,12,16,18,33,3,4,7,5,8,6,43,8,58,41,487,527,44,22,18,11,223,227,21,13,,,,,,,942,913,1855
2018-10-03,10:00:00,11,23,14,27,2,3,4,8,5,8,37,6,51,36,473,657,39,43,13,19,228,224,22,30,,,,,,,899,1084,1983
2018-10-03,11:00:00,15,17,21,27,6,6,4,6,1,3,31,8,33,45,565,572,32,36,11,20,224,227,17,25,,,,,,,960,992,1952
2018-10-03,12:00:00,16,21,22,27,7,9,5,7,3,6,39,43,43,59,590,611,35,39,16,21,221,227,24,29,,,,,,,1021,1099,2120
2018-10-03,13:00:00,13,19,18,30,6,1,3,4,2,4,34,5,44,50,564,530,27,28,15,13,247,260,22,28,,,1,1,,,996,973,1969
2018-10-03,14:00:00,11,13,25,27,5,7,7,9,2,1,48,43,41,37,543,544,26,19,8,4,244,239,36,33,,,,,,,996,976,1972
