Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2016-03-28,00:00:00,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,1,1
2016-03-28,01:00:00,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,0,2
2016-03-28,02:00:00,,,2,,,,,,,,,1,,,,,1,2,,,,,,,,,,,,,3,3,6
2016-03-28,03:00:00,,1,,,,,,,,,,,1,,2,,1,1,,,,,,,,,,,,,4,2,6
2016-03-28,04:00:00,,,1,,,,,,1,,,,2,2,,,,,,,,,,,,,,,,,4,2,6
2016-03-28,05:00:00,1,2,2,,,,,,,,,2,,,22,19,,,,2,,,,3,,,,,,,25,28,53
2016-03-28,06:00:00,1,,,,,,2,,,2,,,9,6,25,55,2,1,2,,,,,,,,,,,,41,64,105
2016-03-28,07:00:00,1,,1,,4,,,,,,,1,7,7,49,114,1,4,3,9,,,1,2,,,7,3,,,74,140,214
2016-03-28,08:00:00,,,,6,1,,1,2,7,6,2,4,15,13,71,50,1,2,6,7,,,1,1,,1,2,21,1,,108,113,221
2016-03-28,09:00:00,,,,1,6,5,,1,6,7,3,2,9,15,153,194,7,10,3,6,,,3,8,,,17,13,2,,209,262,471
2016-03-28,10:00:00,,,1,,2,1,1,1,5,10,9,4,18,14,197,122,3,7,1,6,1,,2,7,1,,21,4,,,262,176,438
2016-03-28,11:00:00,,,3,,1,4,2,2,13,4,2,1,25,15,50,205,14,136,7,7,,,,7,1,,7,5,,,125,386,511
2016-03-28,12:00:00,,2,,6,2,1,1,,2,5,7,,28,14,212,85,10,10,8,9,,,7,6,,1,2,3,,,279,142,421
2016-03-28,13:00:00,,,1,,1,2,1,,8,2,8,,23,7,100,90,12,5,7,6,,,1,2,,,1,2,,,163,116,279
2016-03-28,14:00:00,,1,,1,3,5,1,,5,5,13,7,15,15,100,106,3,,8,6,,,4,3,,1,4,18,2,,158,168,326
2016-03-28,15:00:00,,,3,,1,2,3,3,6,20,16,25,18,21,223,128,7,11,3,6,,,2,5,,,39,25,1,,322,246,568
2016-03-28,16:00:00,,,1,1,2,4,,1,10,13,2,,18,22,151,113,6,3,4,6,,,1,8,,1,4,8,,,199,180,379
