Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2025-02-20,00:00:00,,,,,,,,,,,,1,2,3,3,6,1,,,,1,2,,,,,,,,,7,12,19
2025-02-20,01:00:00,,,,,,,,,,,,,,,3,4,,,,,1,1,,,,,,,,,4,5,9
2025-02-20,02:00:00,,,,,,,,,,,,,,,1,4,,1,,,1,1,,2,,,,,,,2,8,10
2025-02-20,03:00:00,,,1,,1,,,,,,,1,1,1,2,1,,,,,2,2,1,,,,,,,,8,5,13
2025-02-20,04:00:00,,1,,2,,,,,1,2,,,4,1,3,5,1,1,1,,2,2,1,1,,,,,,,13,15,28
2025-02-20,05:00:00,,,,2,,,,,4,6,3,2,6,6,28,13,2,2,,,9,5,1,,,,,,,,53,36,89
2025-02-20,06:00:00,,,2,2,2,,1,,11,5,5,1,7,6,136,78,2,4,3,2,22,18,,2,,,,,,,191,118,309
2025-02-20,07:00:00,1,1,2,2,,,,1,9,5,2,2,19,21,182,133,9,5,6,3,42,40,6,4,,,1,1,,,279,218,497
2025-02-20,08:00:00,,1,3,2,3,2,,,14,9,1,1,24,39,316,217,11,12,4,9,85,78,3,1,,,2,,,,466,371,837
2025-02-20,09:00:00,,2,3,,,,1,1,13,23,1,1,34,32,426,346,16,11,5,1,95,81,3,6,,,,,,,597,504,1101
2025-02-20,10:00:00,,4,4,,1,,1,1,9,16,1,2,39,59,447,453,14,22,6,3,113,120,2,6,,,,,,,637,686,1323
2025-02-20,11:00:00,2,,1,5,3,5,2,,10,14,3,3,57,65,453,373,13,11,6,5,137,137,7,5,,,,,,,694,623,1317
2025-02-20,12:00:00,1,2,2,2,1,4,1,1,12,11,2,1,49,53,377,341,17,20,8,5,124,115,7,3,,,,,2,,603,558,1161
2025-02-20,13:00:00,1,,4,3,,1,,,9,7,1,,52,47,377,341,19,18,5,4,109,122,7,6,,,,,,,584,549,1133
2025-02-20,14:00:00,,1,,,3,1,1,,11,10,1,1,48,45,360,371,19,14,8,5,108,105,3,5,,,,,,,562,558,1120
2025-02-20,15:00:00,,1,,3,,,1,1,10,17,1,2,50,37,346,364,10,9,3,4,114,110,3,6,,,1,,,,539,554,1093
