Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-03-18,00:00:00,1,2,,,1,2,,,,,1,,1,3,13,15,,2,,,2,1,3,5,,,,,,,22,30,52
2017-03-18,01:00:00,1,6,3,1,1,4,,,,,,1,,1,5,3,2,3,,,1,2,4,5,,,,,,,17,26,43
2017-03-18,02:00:00,2,5,1,3,,,,2,,,,2,1,1,4,6,5,4,,,3,3,3,4,,,,,,,19,30,49
2017-03-18,03:00:00,1,4,3,,,,2,3,,,1,,3,,2,6,6,4,,,3,4,3,7,,,,,,,24,28,52
2017-03-18,04:00:00,2,3,4,6,,1,11,20,,,5,1,6,4,23,25,7,15,4,3,2,5,8,9,,,,,,,72,92,164
2017-03-18,05:00:00,8,10,8,13,,1,11,22,,,13,5,11,10,126,100,12,15,,3,43,46,19,22,,,,,,,251,247,498
2017-03-18,06:00:00,8,10,14,16,,,40,26,,,18,13,13,25,347,273,20,20,14,6,129,115,21,48,,,,,,,624,552,1176
2017-03-18,07:00:00,4,16,31,21,,1,33,55,1,,26,24,32,32,453,455,22,30,17,9,228,227,34,65,,,,,,,881,935,1816
2017-03-18,08:00:00,11,27,16,30,1,1,46,56,4,,56,45,50,74,696,616,45,41,11,10,314,299,42,67,,,,,,,1292,1266,2558
2017-03-18,09:00:00,7,17,23,48,1,2,58,39,2,2,38,38,61,98,978,878,65,76,14,14,343,403,53,52,,,,1,,,1643,1668,3311
2017-03-18,10:00:00,20,29,49,30,,2,36,56,,1,56,55,88,106,1035,1014,64,59,20,18,429,360,62,54,,,,,,,1859,1784,3643
2017-03-18,11:00:00,17,19,28,30,1,4,51,43,2,4,44,45,96,91,953,1049,75,90,14,17,421,440,66,74,,,,3,,,1768,1909,3677
2017-03-18,12:00:00,14,14,31,40,1,2,50,40,1,1,36,33,97,101,966,1075,74,82,11,23,438,455,79,71,,,,1,,,1798,1938,3736
2017-03-18,13:00:00,14,13,29,35,3,,40,34,4,,34,44,96,105,871,1001,95,71,22,10,403,446,69,60,,,,,,,1680,1819,3499
2017-03-18,14:00:00,18,17,43,31,1,2,46,35,2,1,41,45,89,98,942,990,65,82,11,14,449,435,80,66,,,,,,,1787,1816,3603
