Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2012-12-15,00:00:00,1,17,2,12,1,8,,1,2,,,,,2,1,1,4,,,,,,3,,,,,,,,14,41,55
2012-12-15,01:00:00,3,8,2,,,2,1,,2,2,2,,1,1,,2,1,,1,,,,2,2,,,,,,,15,17,32
2012-12-15,02:00:00,4,2,1,2,2,,,2,3,3,,,4,1,2,4,2,,2,1,,,1,,,,,,,,21,15,36
2012-12-15,03:00:00,3,1,2,,1,1,,4,4,7,,,2,2,8,2,,1,,,,,3,1,,,,,,,23,19,42
2012-12-15,04:00:00,,,4,2,3,,17,14,13,12,1,,3,4,13,13,2,3,3,2,,,1,,,,1,,,,61,50,111
2012-12-15,05:00:00,4,,2,8,4,2,24,25,19,23,3,,7,4,23,32,8,6,6,3,,,6,4,,,3,2,,,109,109,218
2012-12-15,06:00:00,8,7,8,7,9,3,22,12,16,14,7,3,15,12,47,32,7,4,6,5,,,12,4,,,7,3,,,164,106,270
2012-12-15,07:00:00,5,1,1,2,3,3,11,10,19,13,5,5,11,17,99,113,2,2,9,4,,2,9,10,1,,9,2,,,184,184,368
2012-12-15,08:00:00,5,4,2,4,1,4,8,5,22,26,4,3,18,20,160,187,3,7,4,1,,2,10,9,1,3,2,19,,,240,294,534
2012-12-15,09:00:00,10,3,9,3,1,2,3,2,24,25,13,2,31,28,242,177,9,4,5,11,,,8,6,,,7,6,,,362,269,631
2012-12-15,10:00:00,6,4,6,4,4,2,2,4,28,24,5,8,27,26,213,194,6,10,6,9,,,7,8,,,7,5,,,317,298,615
2012-12-15,11:00:00,13,1,6,5,6,4,4,2,23,26,12,4,36,20,301,165,8,10,8,6,,,10,6,,,6,5,,,433,254,687
2012-12-15,12:00:00,9,5,,12,8,2,1,3,17,18,8,10,26,39,220,207,8,9,6,,,,7,8,,,12,8,,,322,321,643
2012-12-15,13:00:00,6,5,6,2,7,3,4,5,18,19,5,10,41,28,210,205,13,9,7,,,,8,11,,,9,7,,,334,304,638
2012-12-15,14:00:00,2,5,4,1,5,10,6,2,14,21,11,9,42,26,200,225,14,6,12,,,,6,6,1,,5,4,,,322,315,637
