Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2011-11-12,00:00:00,,,1,1,,,,,,,,,,1,2,1,,1,,,,,2,2,,,,,,,5,6,11
2011-11-12,01:00:00,,,3,2,2,3,,,,,,,,,,2,1,,,,,,,1,,,,,,,6,8,14
2011-11-12,02:00:00,,,,,,1,,,,,,,,2,,,,1,,,,,,1,,,,,,,0,5,5
2011-11-12,03:00:00,1,,4,,1,,,,,,,,1,1,4,,2,,,,,,,,,,,,,,13,1,14
2011-11-12,04:00:00,,,,,,,4,,2,4,,,,1,3,11,6,3,,,,,2,2,,,,1,,,17,22,39
2011-11-12,05:00:00,,,1,4,7,3,13,4,8,3,2,,30,27,43,45,17,6,5,2,,,8,3,1,,15,7,,,150,104,254
2011-11-12,06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-12,07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2011-11-12,08:00:00,,6,3,3,8,25,,20,7,6,33,5,15,19,85,70,15,38,5,10,,1,9,29,,,25,56,,,205,288,493
2011-11-12,09:00:00,,,,20,1,,1,30,3,10,9,10,12,,75,220,10,,5,,5,,40,,,,30,,,,191,290,481
2011-11-12,10:00:00,,1,1,20,4,12,1,2,2,1,1,3,4,16,75,75,2,18,1,3,,,10,25,1,,12,16,,,114,192,306
2011-11-12,11:00:00,5,,5,15,3,10,3,,7,,11,,15,,75,65,10,,8,,,,32,,1,,20,,,,195,90,285
2011-11-12,12:00:00,,1,6,6,3,17,2,11,3,8,1,13,16,50,75,83,5,20,5,13,,,24,40,,2,38,38,,,178,302,480
2011-11-12,13:00:00,,,2,10,5,3,,,3,3,1,,7,17,75,75,7,10,5,10,,,25,5,,,20,,,,150,133,283
2011-11-12,14:00:00,,,2,,5,4,,,,2,,,2,10,40,70,4,10,,5,,,1,2,,,5,,,,59,103,162
2011-11-12,15:00:00,,,2,8,14,6,3,,4,6,4,5,18,5,130,62,23,10,5,10,,,29,7,,1,27,3,,,259,123,382
2011-11-12,16:00:00,1,,4,,3,,1,,2,,,,12,,115,60,10,10,1,10,,,25,3,,,23,,,,197,83,280
