Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-03-18,00:00:00,,1,,1,,,,,,,,,,1,,3,,,,,,,,,,,,,,,0,6,6
2017-03-18,01:00:00,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,0,3,3
2017-03-18,02:00:00,,1,,,,,,,,,1,,,1,1,,1,1,,,,,,,,,,,,,3,3,6
2017-03-18,03:00:00,1,,,4,,1,1,1,,,,2,3,1,,6,,3,,,,,1,2,,,,,,,6,20,26
2017-03-18,04:00:00,2,,5,1,2,,9,9,,,,2,5,7,3,19,6,4,1,,2,,1,1,,,,,,,36,43,79
2017-03-18,05:00:00,2,2,15,,13,,17,13,,,1,9,6,12,27,42,9,14,3,2,13,2,1,3,,,,,,,107,99,206
2017-03-18,06:00:00,6,1,21,17,,,18,22,1,,7,4,11,7,130,146,13,16,4,5,30,5,7,8,,,,2,,,248,233,481
2017-03-18,07:00:00,10,5,16,22,,,33,30,,1,9,12,12,16,187,225,14,16,9,8,54,8,10,7,,,,,,,354,350,704
2017-03-18,08:00:00,19,6,17,24,4,,38,40,,1,13,18,30,21,226,332,37,50,11,8,45,8,19,18,,,,,,,459,526,985
2017-03-18,09:00:00,28,5,27,17,3,2,31,40,1,3,13,16,59,43,347,508,48,50,11,15,69,15,13,24,,,,,,,650,738,1388
2017-03-18,10:00:00,18,9,8,26,,2,12,34,1,1,5,24,24,48,201,435,19,36,11,15,87,15,15,19,,,,,,,401,664,1065
2017-03-18,11:00:00,24,6,11,13,,1,42,38,,1,16,22,41,57,423,424,50,39,14,8,72,8,29,17,,,,,,,722,634,1356
2017-03-18,12:00:00,18,9,29,21,,2,34,38,,1,16,24,70,53,420,383,40,34,8,15,99,15,20,18,,,,1,,,754,614,1368
2017-03-18,13:00:00,21,4,16,24,1,,28,34,3,2,16,18,53,51,403,381,38,31,9,5,68,5,27,16,,,,,,,683,571,1254
2017-03-18,14:00:00,21,14,19,21,,1,27,31,,1,25,14,56,46,397,374,39,44,8,13,63,13,16,27,,,,,,,671,599,1270
2017-03-18,15:00:00,13,20,24,9,,,28,41,2,1,21,22,57,65,422,362,48,44,8,10,74,10,15,21,,,,,,,712,605,1317
