Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-10,00:00:00,,3,1,3,,1,,,1,,1,,1,4,8,9,4,7,,,1,3,3,3,,,,,,,20,33,53
2021-03-10,01:00:00,2,,2,3,,1,,,2,,1,,5,2,2,2,1,6,,,5,,3,3,,,,,,,23,17,40
2021-03-10,02:00:00,,,3,1,1,,,,2,1,1,,5,1,7,1,4,11,,,1,4,,2,,,,,,,24,21,45
2021-03-10,03:00:00,,,6,4,,1,,,3,3,,2,2,,1,6,5,4,,,1,1,2,5,,,,,,,20,26,46
2021-03-10,04:00:00,2,1,2,5,,3,,,3,6,4,3,6,3,12,18,1,7,,,4,16,3,11,,,,,,,37,73,110
2021-03-10,05:00:00,3,2,5,18,,1,,,11,15,3,12,11,5,49,69,5,12,2,,21,21,11,30,,,,,,,121,185,306
2021-03-10,06:00:00,9,9,12,23,4,2,,,38,25,10,12,10,23,138,189,16,7,4,8,86,122,24,30,,,,,,,351,450,801
2021-03-10,07:00:00,10,4,14,22,1,3,,,45,26,6,16,10,10,247,260,20,18,10,13,165,177,37,26,,,,,,,565,575,1140
2021-03-10,08:00:00,10,9,21,26,3,3,,,45,37,10,15,36,47,385,419,15,32,7,8,232,268,41,32,,,,,,,805,896,1701
2021-03-10,09:00:00,7,8,12,23,8,6,,,45,52,12,12,32,62,573,649,25,35,13,6,264,285,40,45,,,,,,,1031,1183,2214
2021-03-10,10:00:00,6,17,10,19,5,6,,,34,41,8,10,56,61,678,670,43,41,16,7,319,351,40,57,,,,,,,1215,1280,2495
2021-03-10,11:00:00,9,13,14,28,7,4,,,32,37,14,5,61,67,752,743,31,37,9,8,341,336,39,40,,,,,,,1309,1318,2627
2021-03-10,12:00:00,3,13,21,11,6,2,,,26,34,3,7,63,68,799,776,35,32,7,12,326,311,43,42,,,,,,,1332,1308,2640
2021-03-10,13:00:00,6,5,23,21,4,3,,,34,33,7,5,62,57,670,736,26,31,5,2,332,310,51,55,,,,,,,1220,1258,2478
2021-03-10,14:00:00,17,15,11,21,4,3,,,27,44,10,4,69,60,596,653,38,25,7,12,326,308,53,72,,,,,,,1158,1217,2375
