Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2018-11-22,00:00:00,,,2,,,,,,,,,,,,1,,,1,,,,,,2,,,,,,,3,3,6
2018-11-22,01:00:00,,,,1,,,,,,,,,,,,1,,2,,,,,1,,,,,,,,1,4,5
2018-11-22,02:00:00,,,1,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,2,2,4
2018-11-22,03:00:00,,,4,3,1,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,7,5,12
2018-11-22,04:00:00,,,2,1,2,2,,,,,,,1,2,3,2,1,2,,,,,2,,,,,,,,11,9,20
2018-11-22,05:00:00,,,2,1,2,,,,,,,,1,3,2,5,3,2,1,,,,5,3,,,,,,,16,14,30
2018-11-22,06:00:00,,,,,,,2,,,,12,15,1,1,5,7,5,8,,,2,2,5,4,,,,,,,32,37,69
2018-11-22,07:00:00,,,1,2,1,3,1,,,,40,43,5,7,43,38,15,21,,1,,,9,7,,,,,,,115,122,237
2018-11-22,08:00:00,,,2,1,1,,2,2,,,9,13,4,3,63,80,9,15,,,2,1,9,7,,,,,,,101,122,223
2018-11-22,09:00:00,,,1,,2,5,2,3,,1,42,61,5,6,91,110,13,10,2,1,2,2,39,54,,,,,,,199,253,452
2018-11-22,10:00:00,,,2,7,,,3,2,1,,55,58,6,9,95,100,38,34,,,,2,26,28,,,,,,,226,240,466
2018-11-22,11:00:00,,,3,2,1,,3,2,1,,48,60,8,12,53,61,32,38,3,1,2,1,21,30,,,,,,,175,207,382
2018-11-22,12:00:00,,,3,5,,1,2,3,1,,43,52,4,3,73,92,24,30,,,,,28,31,,,,,,,178,217,395
2018-11-22,13:00:00,,,1,2,2,,2,3,,1,51,58,18,16,65,78,33,28,1,2,1,,8,7,,,,,,,182,195,377
2018-11-22,14:00:00,,,,2,4,2,3,5,2,,47,54,12,17,54,72,31,37,,1,,,16,20,,,,,,,169,210,379
2018-11-22,15:00:00,,,2,,,1,,,,,51,74,8,10,48,55,14,16,1,,,1,11,14,,,,,,,135,171,306
2018-11-22,16:00:00,,,,1,1,1,,2,,,35,47,6,8,57,63,9,11,2,1,,1,7,11,,,,,,,117,146,263
