Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2017-02-17,00:00:00,,,,,,,,,,,,,1,,,,1,2,,,,,,,,,,,,,2,2,4
2017-02-17,01:00:00,,,2,,,,,,,,,,,,4,,,2,,,,,1,1,,,,,,,7,3,10
2017-02-17,02:00:00,,,,1,,1,,,,,,,,,7,1,1,3,,,1,1,,2,,1,,,,,9,10,19
2017-02-17,03:00:00,,,4,,,,,1,1,,2,1,1,,3,1,7,1,,2,,1,2,,,,,,,,20,7,27
2017-02-17,04:00:00,,1,,1,,1,2,2,3,2,1,1,,1,6,3,8,3,,,,2,2,2,,,,,,,22,19,41
2017-02-17,05:00:00,,1,8,1,,1,4,8,6,1,5,3,5,4,20,17,3,8,4,4,7,2,10,5,,,,,,,72,55,127
2017-02-17,06:00:00,5,4,12,10,1,10,12,10,37,10,15,1,7,10,84,65,17,20,1,7,10,3,20,21,,,1,,,,222,171,393
2017-02-17,07:00:00,9,15,22,7,4,11,8,11,25,29,5,3,24,10,115,86,35,10,3,13,18,8,22,36,,,2,,,,292,239,531
2017-02-17,08:00:00,4,18,19,10,4,5,11,11,40,37,14,12,25,32,185,145,27,25,12,7,33,13,24,41,,,1,,,,399,356,755
2017-02-17,09:00:00,7,16,11,7,5,10,7,10,26,50,14,13,36,50,280,230,29,22,12,7,38,10,55,40,1,,,,,,521,465,986
2017-02-17,10:00:00,1,17,28,12,15,10,6,21,43,39,42,5,60,44,333,259,24,41,23,21,26,13,60,45,1,,1,,,,663,527,1190
2017-02-17,11:00:00,4,20,31,4,1,10,3,13,46,35,12,11,60,65,105,180,37,36,17,11,33,10,33,45,1,,1,,,,384,440,824
2017-02-17,12:00:00,4,35,22,2,,6,4,10,46,34,14,16,46,50,270,315,26,31,10,10,34,23,50,42,,,,,,,526,574,1100
2017-02-17,13:00:00,4,28,21,14,2,9,5,3,45,38,14,13,42,55,240,365,17,39,9,5,27,10,53,48,,,,,,,479,627,1106
2017-02-17,14:00:00,8,12,16,20,3,4,13,17,42,18,14,4,50,72,285,282,22,32,12,15,33,27,47,49,,,,,,,545,552,1097
