Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,17:00:00,,,5,5,1,,,,,1,1,,18,17,100,74,9,13,,,27,14,11,2,,,,,,,172,126,298
2025-02-24,18:00:00,,,5,4,,,,,,,1,,15,16,81,54,6,7,,,11,7,8,6,,,,,,,127,94,221
2025-02-24,19:00:00,,,1,1,,,,,,,1,,4,,41,24,4,3,,,8,3,4,3,,,,,,,63,34,97
2025-02-24,20:00:00,,,4,,,,,,,,1,,1,3,17,10,2,1,,,4,1,2,,,,,,,,31,15,46
2025-02-24,21:00:00,,,1,1,,,,,,,,1,2,,5,1,,,,,,,,,,,,,,,8,3,11
2025-02-24,22:00:00,,,1,,,,,,,,,,1,,4,1,1,1,,,,1,2,1,,,,,,,9,4,13
2025-02-24,23:00:00,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,0,1
Day 1 Sub-totalclick to view/hide in hour,0,0,44,45,4,2,3,2,11,13,12,13,182,191,882,836,151,151,13,11,313,303,99,103,0,0,0,0,0,0,1714,1670,3384,
2025-02-25,00:00:00,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,2,1,3
2025-02-25,01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2025-02-25,02:00:00,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,2,2
2025-02-25,03:00:00,,,,,,,,,,,,1,,,,3,,5,,,,,,,,,,,,,0,9,9
2025-02-25,04:00:00,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,,,1,3,4
2025-02-25,05:00:00,,,,1,,,,,,,,1,1,1,3,2,2,3,,,2,1,,1,,,,,,,8,10,18
2025-02-25,06:00:00,,,,,,,,,,,,1,4,4,10,19,,3,,,3,5,1,3,,,,,,,18,35,53
2025-02-25,07:00:00,,,1,3,,,,1,,,2,2,6,14,26,37,11,9,1,1,14,20,2,7,,,,,,,63,94,157
2025-02-25,08:00:00,,,,3,1,,1,,2,1,,,12,9,45,63,15,12,3,3,14,22,3,4,,,,,,,96,117,213
2025-02-25,09:00:00,,,5,8,,,1,,2,5,,1,11,8,75,102,10,16,1,1,33,27,8,14,,,,,,,146,182,328
2025-02-25,10:00:00,,,6,4,,,2,,,,2,2,11,18,69,76,8,12,1,1,37,35,16,14,,,,,,,152,162,314
2025-02-25,11:00:00,,,3,3,,,2,3,,1,1,1,9,13,73,75,12,10,,1,36,35,9,11,,,,,,,145,153,298
2025-02-25,12:00:00,,,6,6,1,,,,,,,1,22,19,64,70,21,7,1,1,32,37,7,9,,,,,,,154,150,304
2025-02-25,13:00:00,,,5,5,,,,,,,,1,14,14,78,77,12,9,,1,37,39,7,7,,,,,,,153,153,306
2025-02-25,14:00:00,,,4,7,,,,,,,,,9,12,72,65,10,7,,,33,30,6,3,,,,,,,134,124,258
2025-02-25,15:00:00,,,6,4,,,1,,4,2,2,1,13,13,70,63,6,7,,2,30,26,9,3,,,,,,,141,121,262
2025-02-25,16:00:00,,,3,3,,,,,2,2,1,1,21,18,94,75,8,6,,,28,23,10,5,,,,,,,167,133,300
2025-02-25,17:00:00,,,5,5,,,,1,,2,1,1,20,14,83,74,5,4,2,2,23,16,9,1,,,,,,,148,120,268
2025-02-25,18:00:00,,,2,4,,,,,,,,,19,9,70,50,10,73,,,22,10,7,5,,,,,,,130,151,281
2025-02-25,19:00:00,,,3,,,,,,,,1,1,9,5,48,22,4,7,,,4,2,3,4,,,,,,,72,41,113
2025-02-25,20:00:00,,,1,1,,,,,,,1,1,8,4,18,7,5,1,,,2,2,2,,,,,,,,37,16,53
2025-02-25,21:00:00,,,,,,,,,,1,,,2,3,8,2,1,,,,,,,3,,,,,,,11,9,20
2025-02-25,22:00:00,,,1,,,,,,,,,,2,,3,5,,1,,,,,,,,,,,,,6,6,12
2025-02-25,23:00:00,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,1,2,3
Day 2 Sub-totalclick to view/hide in hour,0,0,51,57,2,0,7,5,10,14,12,16,193,179,912,893,140,193,9,13,350,330,99,94,0,0,0,0,0,0,1785,1794,3579,
2025-02-26,00:00:00,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,2,1,3
2025-02-26,01:00:00,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,1,2
2025-02-26,02:00:00,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,1,2,3
2025-02-26,03:00:00,,,,,,,,,,,,,,,,,1,6,,,,,,1,,,,,,,1,7,8
2025-02-26,04:00:00,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,0,4,4
2025-02-26,05:00:00,,,,1,,,,,,,,1,1,,,2,,4,,,,,,,,,,,,,1,8,9
2025-02-26,06:00:00,,,,,,,,,,,,,8,11,2,14,4,5,,1,9,13,2,5,,,,,,,25,49,74
2025-02-26,07:00:00,,,,2,,,,,1,,,,17,8,22,36,8,4,,,23,22,3,4,,,,,,,74,76,150
2025-02-26,08:00:00,,,,,1,,1,1,2,,1,,13,14,66,77,14,9,,,35,34,5,10,,,,,,,138,145,283
2025-02-26,09:00:00,,,,1,,,,,8,5,1,,20,16,59,122,12,23,,2,37,41,10,20,,,,,,,147,230,377
2025-02-26,10:00:00,,,2,1,,,,,1,,2,,14,19,62,104,11,18,1,1,50,53,6,22,,,,,,,149,218,367
2025-02-26,11:00:00,,,,6,1,1,,,2,1,,,20,32,61,102,14,11,,,48,58,9,6,,,,,,,155,217,372
2025-02-26,12:00:00,,,,1,,,,,2,,,2,26,17,72,92,9,14,1,2,60,54,10,4,,,,,,,180,186,366
2025-02-26,13:00:00,,,,,,,,2,1,1,,,23,16,85,66,13,9,2,,44,46,4,9,,,,,,,172,149,321
2025-02-26,14:00:00,,,1,1,,,,,,3,,,19,26,79,57,10,6,,,35,42,13,5,,,,,,,157,140,297
2025-02-26,15:00:00,,1,1,,,,,,4,4,,,17,16,66,48,11,4,1,1,35,38,7,6,,,,,,,142,118,260
2025-02-26,16:00:00,,,2,1,,,,,3,,1,2,16,19,80,87,16,6,,1,33,41,13,5,,,,,,,164,162,326
2025-02-26,17:00:00,,,2,,,,,,,1,1,2,17,21,115,92,20,19,,,28,24,8,3,,,,,,,191,162,353
2025-02-26,18:00:00,,,1,,,,,,1,1,4,1,22,8,86,39,2,12,,1,12,10,9,3,,,,,,,137,75,212
2025-02-26,19:00:00,,,,,,,,2,,,2,1,10,4,38,27,4,3,,,7,4,5,2,,,,,,,66,43,109
2025-02-26,20:00:00,,,1,,1,,1,3,,,,,4,3,16,12,,1,1,,4,,2,2,,,,,,,30,21,51
2025-02-26,21:00:00,,,2,1,1,,,,,,,,2,,7,3,2,1,,,,1,,1,,,,,,,14,7,21
2025-02-26,22:00:00,,,,,,,,,1,,,,2,,3,2,1,,,,1,1,,,,,,,,,8,3,11
2025-02-26,23:00:00,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,2,2
Day 3 Sub-totalclick to view/hide in hour,0,1,12,15,4,2,2,8,26,16,12,9,253,232,921,985,152,157,6,9,461,482,106,110,0,0,0,0,0,0,1955,2026,3981,
Total,0,1,107,117,10,4,12,15,47,43,36,38,628,602,2715,2714,443,501,28,33,1124,1115,304,307,0,0,0,0,0,0,5454,5490,10944,
Grand Total,1,224,14,27,90,74,1230,5429,944,61,2239,611,0,0,0,10944,10944,,,,,,,,,,,,,,,,,
Average Daily Traffic (ADT),0,75,5,9,30,25,410,1810,315,20,746,204,0,0,0,3648,3648,,,,,,,,,,,,,,,,,
Composition (%),0%,2%,0%,0%,1%,1%,11%,50%,9%,1%,20%,6%,0%,0%,0%,100%,100%,,,,,,,,,,,,,,,,,
Total ADT Exc. MC & Rickshaw,1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Composition Exc. MC & Rickshaw(%),0%,4%,0%,0%,2%,1%,22%,-,17%,1%,41%,11%,0%,-,0%,100%,100%,,,,,,,,,,,,,,,,,
Average Annual Daily Traffic(AADT),0,68,4,8,27,22,373,1647,286,19,679,185,0,0,0,3320,,,,,,,,,,,,,,,,,,
AADT Exc. MC & Rickshaw,0,68,4,8,27,22,373,-,286,19,679,185,0,-,0,1673,,,,,,,,,,,,,,,,,,
PCU Factors,4,3,1.5,3,2.5,1.5,1,0.5,1,1.5,0.75,1,1.5,1,2,,,,,,,,,,,,,,,,,,,
AADT in PCUs,0,204,6,24,68,33,373,824,286,29,509,185,0,0,0,2540,,,,,,,,,,,,,,,,,,
AADT in PCUs Exc. MC & Rickshaw,0,204,6,24,67.5,33,373,-,286,28.5,509.25,185,0,-,0,1716,,,,,,,,,,,,,,,,,,
