Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2021-03-10,00:00:00,4,4,1,,,,,,,,,1,1,1,3,1,3,4,,,,2,6,9,,,,,,,18,22,40
2021-03-10,01:00:00,18,7,1,,,,,,,,,,1,,2,2,2,7,,,1,5,7,4,,,,,,,32,25,57
2021-03-10,02:00:00,8,3,3,,,,,,,,,,,,,2,2,4,,,,1,4,3,,,,,,,17,13,30
2021-03-10,03:00:00,2,12,4,2,,,,,,,2,,,,3,2,2,5,,,,2,10,1,,,,,,,23,24,47
2021-03-10,04:00:00,11,16,2,2,,,7,4,,,2,2,,,11,13,6,6,,,,4,10,8,,,,,,,49,55,104
2021-03-10,05:00:00,14,7,7,20,,,9,6,7,3,8,1,2,4,38,43,12,14,3,,16,22,15,16,,,,,,,131,136,267
2021-03-10,06:00:00,26,7,20,24,2,,24,6,7,15,1,10,15,15,136,139,13,11,19,11,80,78,29,27,,,,,,,372,343,715
2021-03-10,07:00:00,15,13,17,10,2,1,13,21,13,11,5,5,30,38,252,241,28,30,15,18,175,160,59,45,,,,,,,624,593,1217
2021-03-10,08:00:00,52,17,32,31,,,11,22,16,11,6,2,61,55,412,375,50,39,10,18,255,242,78,56,,,,,,,983,868,1851
2021-03-10,09:00:00,32,15,16,23,,1,12,26,6,10,3,4,37,75,322,550,34,43,21,24,314,290,34,86,,,,,,,831,1147,1978
2021-03-10,10:00:00,39,20,22,18,2,1,17,29,17,6,4,8,63,98,514,701,61,76,9,12,392,346,43,75,,,,,,,1183,1390,2573
2021-03-10,11:00:00,49,29,32,37,,1,22,22,16,5,2,4,84,89,690,685,74,75,17,14,413,337,70,89,,,,,,,1469,1387,2856
2021-03-10,12:00:00,49,39,31,52,,1,10,19,9,11,5,1,64,83,755,573,66,56,12,15,393,305,74,82,,,,,,,1468,1237,2705
2021-03-10,13:00:00,38,38,36,45,5,,17,25,9,7,2,1,77,73,700,555,63,50,13,11,368,308,76,92,,,,,,,1404,1205,2609
2021-03-10,14:00:00,28,31,28,45,4,,16,24,9,4,1,1,80,57,646,609,74,61,10,13,363,361,74,74,,,,,,,1333,1280,2613
