Date,Start Time (Hrs),Motorized Vehicle,Non-motorized Vehicle,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck,Bus,Car,Motor Cycle,Utility Vehicle,Tractor,Motorized Three Wheeler,Four Wheel Drive,Power Tiller,Rickshaw,Bullock Cart/ Hand Cart/ Tanga,,,,,,,,,,,,,,,,,,,,,,,,
Multi Axle,Heavy,Light,Big,Mini,Micro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a,b,Total,,
2012-12-15,00:00:00,,,2,,,,,,,,,,1,,,,2,1,2,,,,2,1,,,,,,,9,2,11
2012-12-15,01:00:00,2,1,,1,1,,,,,,,,,1,1,2,2,,1,,,,3,2,,,,,,,10,7,17
2012-12-15,02:00:00,,,3,,2,1,1,,1,,,1,,2,1,,,,,1,,,1,1,,,,,,,9,6,15
2012-12-15,03:00:00,3,2,1,2,2,,1,,,,,,,,2,3,1,1,,,,,3,,,,,,,,13,8,21
2012-12-15,04:00:00,2,4,1,2,4,2,2,1,,,,,1,1,7,2,2,,2,1,,,2,2,,,,3,,,23,18,41
2012-12-15,05:00:00,,1,2,3,2,2,3,3,2,1,,,1,2,18,9,2,2,4,1,,,1,1,,,2,7,,,37,32,69
2012-12-15,06:00:00,,2,,,,1,2,2,1,1,,,1,2,3,3,2,,2,1,,,2,2,,,1,4,,,14,18,32
2012-12-15,07:00:00,2,,2,3,2,2,1,2,1,,2,1,2,3,8,19,3,3,3,4,,,3,4,,,2,9,,,31,50,81
2012-12-15,08:00:00,2,1,2,6,1,,2,,2,1,,,4,6,35,95,4,2,7,2,,,6,2,,,3,4,2,,70,119,189
2012-12-15,09:00:00,3,2,4,12,2,1,1,3,3,2,1,1,3,4,62,103,4,6,6,4,1,,8,6,1,,7,13,1,,107,157,264
2012-12-15,10:00:00,2,,7,8,1,2,2,1,3,1,2,,4,2,70,142,2,3,10,5,1,,3,4,,1,8,11,,1,115,181,296
2012-12-15,11:00:00,1,3,7,4,2,3,3,2,2,1,1,1,5,4,80,138,6,4,14,3,,,6,3,1,,8,4,1,1,137,171,308
2012-12-15,12:00:00,2,,3,2,1,3,2,,1,,,,2,2,98,136,2,3,6,3,,,4,6,,1,7,11,,,128,167,295
2012-12-15,13:00:00,,3,4,,2,2,,1,2,,1,,3,4,117,127,2,4,7,4,1,1,3,2,,,3,7,1,,146,155,301
2012-12-15,14:00:00,2,1,7,1,6,2,2,,,2,1,,6,3,96,98,4,12,3,12,,,2,3,1,,8,9,,,138,143,281
